Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2019);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
13;19842;"Exercise and Sport Sciences Reviews";journal;"15383008, 00916331";"Lippincott Williams and Wilkins Ltd.";No;No;1,717;Q1;127;37;104;1948;434;80;4,05;52,65;31,96;0;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1973-2026";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine"
14;13068;"Spine";journal;"03622436, 15281159";"Wolters Kluwer Health";No;No;1,589;Q1;310;427;1590;12859;4687;1473;2,66;30,11;20,45;0;United States;Northern America;"Wolters Kluwer Health";"1976-2026";"Neurology (clinical) (Q1); Orthopedics and Sports Medicine (Q1); Sports Science (Q1)";"Health Professions; Medicine"
15;38062;"Exercise Immunology Review";journal;"10775552";"Association for the Advancement of Sports Medicine";No;No;1,497;Q1;65;7;18;134;106;17;5,90;19,14;40,00;0;Germany;Western Europe;"Association for the Advancement of Sports Medicine";"1996-2025";"Sports Science (Q1); Immunology (Q2)";"Health Professions; Immunology and Microbiology"
16;29603;"Clinical Orthopaedics and Related Research";journal;"15281132, 0009921X";"";No;No;1,487;Q1;254;478;1451;9841;3341;1200;1,98;20,59;23,65;4;United States;Northern America;"";"1963-2026";"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Sports Science (Q1); Surgery (Q1)";"Health Professions; Medicine"
17;19874;"Journal of Science and Medicine in Sport";journal;"18781861, 14402440";"Elsevier Ltd";No;No;1,464;Q1;141;253;653;7445;2511;603;3,46;29,43;35,05;23;United Kingdom;Western Europe;"Elsevier Ltd";"1998-2026";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine"
18;12100156754;"Sport Management Review";journal;"14413523";"Taylor and Francis Ltd.";No;No;1,390;Q1;93;53;134;4064;565;132;4,11;76,68;45,83;15;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1998-2026";"Business and International Management (Q1); Management Science and Operations Research (Q1); Marketing (Q1); Organizational Behavior and Human Resource Management (Q1); Sports Science (Q1); Strategy and Management (Q1); Tourism, Leisure and Hospitality Management (Q1)";"Business, Management and Accounting; Decision Sciences; Health Professions"
19;20346;"Scandinavian Journal of Medicine and Science in Sports";journal;"16000838, 09057188";"Blackwell Munksgaard";No;No;1,373;Q1;158;209;694;8347;2610;665;3,51;39,94;32,78;22;Denmark;Western Europe;"Blackwell Munksgaard";"1991-2026";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine"
20;14033;"Psychology of Sport and Exercise";journal;"14690292";"Elsevier B.V.";No;No;1,353;Q1;133;160;382;9745;1420;380;3,26;60,91;39,59;16;Netherlands;Western Europe;"Elsevier B.V.";"2000-2026";"Applied Psychology (Q1); Sports Science (Q1)";"Health Professions; Psychology"
21;21078;"Journal of Sport Management";journal;"1543270X, 08884773";"Human Kinetics Publishers Inc.";No;No;1,340;Q1;96;39;135;2415;417;129;2,45;61,92;30,53;0;United States;Northern America;"Human Kinetics Publishers Inc.";"1987, 1989, 1995-2026";"Decision Sciences (miscellaneous) (Q1); Organizational Behavior and Human Resource Management (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Business, Management and Accounting; Decision Sciences; Health Professions; Medicine"
22;11700154617;"Journal of the International Society of Sports Nutrition";journal;"15502783";"Taylor and Francis Ltd.";Yes;No;1,274;Q1;79;60;148;2878;827;144;5,68;47,97;33,14;3;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2007-2026";"Food Science (Q1); Nutrition and Dietetics (Q1); Sports Science (Q1)";"Agricultural and Biological Sciences; Health Professions; Nursing"
23;29442;"Quest";journal;"15432750, 00336297";"Taylor and Francis Ltd.";No;No;1,272;Q1;72;38;102;1735;277;101;3,38;45,66;38,24;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1963-2026";"Education (Q1); Sports Science (Q1)";"Health Professions; Social Sciences"
24;21472;"Journal of Teaching in Physical Education";journal;"02735024, 15432769";"Human Kinetics Publishers Inc.";No;No;1,239;Q1;76;34;134;1577;324;127;2,00;46,38;51,49;2;United States;Northern America;"Human Kinetics Publishers Inc.";"1986, 1992-1993, 1996-2026";"Education (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine; Social Sciences"
25;40900;"International Journal of Sport Nutrition and Exercise Metabolism";journal;"1526484X, 15432742";"Human Kinetics Publishers Inc.";No;No;1,235;Q1;98;84;215;3389;777;207;3,76;40,35;37,72;3;United States;Northern America;"Human Kinetics Publishers Inc.";"1996-1998, 2000-2026";"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1); Orthopedics and Sports Medicine (Q1); Sports Science (Q1)";"Health Professions; Medicine; Nursing"
26;4700151731;"Applied Physiology, Nutrition and Metabolism";journal;"17155320, 17155312";"Canadian Science Publishing";No;No;1,222;Q1;119;197;539;7093;2010;524;2,57;36,01;43,02;10;Canada;Northern America;"Canadian Science Publishing";"2006-2026";"Endocrinology, Diabetes and Metabolism (Q1); Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1); Sports Science (Q1); Physiology (Q2); Physiology (medical) (Q2)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine; Nursing"
27;19889;"Journal of Strength and Conditioning Research";journal;"10648011, 15334287";"NSCA National Strength and Conditioning Association";Yes;No;1,219;Q1;185;411;1279;13262;3699;1245;2,64;32,27;22,59;4;United States;Northern America;"NSCA National Strength and Conditioning Association";"1987-2026";"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine"
28;30091;"Journal of Sport and Exercise Psychology";journal;"08952779, 15432904";"Human Kinetics Publishers Inc.";No;No;1,203;Q1;129;32;121;1590;372;118;2,17;49,69;30,00;1;United States;Northern America;"Human Kinetics Publishers Inc.";"1988-1991, 1996-2026";"Applied Psychology (Q1); Sports Science (Q1)";"Health Professions; Psychology"
29;21090;"Journal of Sports Sciences";journal;"1466447X, 02640414";"Routledge";No;No;1,196;Q1;181;341;978;14133;3139;962;2,88;41,45;27,35;18;United Kingdom;Western Europe;"Routledge";"1983-2026";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine"
30;23402;"European Journal of Applied Physiology";journal;"14396319, 14396327";"Springer Science and Business Media Deutschland GmbH";No;No;1,134;Q1;176;247;728;11242;2201;688;2,69;45,51;27,82;15;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"1996, 2000-2026";"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Public Health, Environmental and Occupational Health (Q1); Sports Science (Q1); Physiology (medical) (Q2)";"Health Professions; Medicine"
31;5800207375;"European Journal of Sport Science";journal;"17461391, 15367290";"John Wiley and Sons Inc";Yes;No;1,125;Q1;94;147;454;5843;1454;452;3,12;39,75;26,72;11;United Kingdom;Western Europe;"John Wiley and Sons Inc";"2001-2026";"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine"
32;16270;"Archives of Physical Medicine and Rehabilitation";journal;"1532821X, 00039993";"W.B. Saunders";No;No;1,114;Q2;235;290;936;11836;2906;843;2,99;40,81;50,11;90;United States;Northern America;"W.B. Saunders";"1945-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1); Sports Science (Q2)";"Health Professions; Medicine"
33;19864;"International Journal of Sports Medicine";journal;"01724622, 14393964";"Georg Thieme Verlag";No;No;1,099;Q2;135;122;431;4547;1103;422;2,68;37,27;28,17;8;Germany;Western Europe;"Georg Thieme Verlag";"1980-2026";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q2)";"Health Professions; Medicine"
34;23454;"Journal of Applied Physiology";journal;"87507587, 15221601";"American Physiological Society";No;No;1,096;Q2;276;359;1237;18392;3282;1027;2,55;51,23;33,03;17;United States;Northern America;"American Physiological Society";"1948-1976, 1985-2026";"Medicine (miscellaneous) (Q1); Physiology (Q2); Physiology (medical) (Q2); Sports Science (Q2)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
35;23483;"Knee";journal;"18735800, 09680160";"Elsevier B.V.";No;No;1,083;Q2;102;187;585;6037;1302;555;2,06;32,28;15,87;9;Netherlands;Western Europe;"Elsevier B.V.";"1994-2026";"Orthopedics and Sports Medicine (Q1); Sports Science (Q2)";"Health Professions; Medicine"
36;19700187632;"Physical Education and Sport Pedagogy";journal;"17408989, 17425786";"Taylor and Francis Ltd.";No;No;1,050;Q2;65;43;130;2299;469;130;3,29;53,47;32,81;4;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2026";"Education (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q2)";"Health Professions; Medicine; Social Sciences"
37;19871;"Journal of Athletic Training";journal;"10626050, 1938162X";"National Athletic Trainers' Association Inc.";Yes;No;1,049;Q2;146;152;400;5391;1194;383;2,66;35,47;36,19;18;United States;Northern America;"National Athletic Trainers' Association Inc.";"1996-2026";"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q2)";"Health Professions; Medicine"
38;20934;"Sport, Education and Society";journal;"14701243, 13573322";"Routledge";No;No;1,033;Q2;90;74;203;4026;599;200;3,05;54,41;47,17;19;United Kingdom;Western Europe;"Routledge";"1996-2026";"Education (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q2)";"Health Professions; Medicine; Social Sciences"
39;12257;"Journal of Orthopaedic Trauma";journal;"08905339, 15312291";"Wolters Kluwer Health";No;No;1,023;Q2;159;288;845;7030;1660;780;1,72;24,41;18,67;0;United States;Northern America;"Wolters Kluwer Health";"1987-2026";"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Surgery (Q1); Sports Science (Q2)";"Health Professions; Medicine"
40;15846;"Journal of Biomechanics";journal;"18732380, 00219290";"Elsevier Ltd";No;No;1,011;Q2;240;486;1472;17521;4203;1447;2,61;36,05;27,01;18;United Kingdom;Western Europe;"Elsevier Ltd";"1968-2026";"Biomedical Engineering (Q1); Biophysics (Q1); Orthopedics and Sports Medicine (Q1); Rehabilitation (Q1); Sports Science (Q2)";"Biochemistry, Genetics and Molecular Biology; Engineering; Health Professions; Medicine"
41;21100908538;"Science and Medicine in Football";journal;"24733938, 24734446";"Taylor and Francis Ltd.";No;No;1,005;-;40;54;95;1724;199;85;2,09;31,93;13,23;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2017-2026";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Tourism, Leisure and Hospitality Management (Q1)";"Business, Management and Accounting; Health Professions; Medicine"
42;19818;"Clinical Journal of Sport Medicine";journal;"15363724, 1050642X";"Lippincott Williams and Wilkins";No;No;0,999;Q2;125;79;274;1891;752;254;2,67;23,94;33,81;0;United States;Northern America;"Lippincott Williams and Wilkins";"1993-2026";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q2)";"Health Professions; Medicine"
43;19870;"Journal of Applied Sport Psychology";journal;"10413200, 15331571";"Taylor and Francis Ltd.";No;No;0,964;Q2;99;29;92;1460;282;90;2,50;50,34;34,62;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1989-2026";"Applied Psychology (Q2); Sports Science (Q2)";"Health Professions; Psychology"
44;21100199724;"Qualitative Research in Sport, Exercise and Health";journal;"21596778, 2159676X";"Taylor and Francis Ltd.";No;No;0,956;Q2;57;46;123;2667;359;120;3,30;57,98;52,42;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2011-2026";"Health (social science) (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Social Psychology (Q1); Sports Science (Q2)";"Health Professions; Psychology; Social Sciences"
45;19819;"Clinics in Sports Medicine";journal;"1556228X, 02785919";"W.B. Saunders";No;No;0,927;Q2;100;55;174;2186;358;139;2,10;39,75;16,03;2;United States;Northern America;"W.B. Saunders";"1982-2026";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q2)";"Health Professions; Medicine"
46;5800228211;"European Physical Education Review";journal;"1356336X, 17412749";"SAGE Publications Ltd";No;No;0,915;Q2;63;72;91;3885;245;89;2,51;53,96;47,03;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1995-2026";"Education (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q2)";"Health Professions; Medicine; Social Sciences"
47;28025;"Gait and Posture";journal;"18792219, 09666362";"Elsevier B.V.";No;No;0,892;Q2;186;412;1455;13724;3458;1442;2,08;33,31;37,63;24;Netherlands;Western Europe;"Elsevier B.V.";"1993-2026";"Biophysics (Q1); Orthopedics and Sports Medicine (Q1); Rehabilitation (Q1); Sports Science (Q2)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
48;12272;"Journal of Rehabilitation Medicine";journal;"16512081, 16501977";"Medical Journals Sweden AB";Yes;No;0,892;Q2;121;127;356;3909;812;337;2,24;30,78;51,30;36;Sweden;Western Europe;"Medical Journals Sweden AB";"2001-2026";"Medicine (miscellaneous) (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1); Sports Science (Q2)";"Health Professions; Medicine"
49;19916;"Research in Sports Medicine";journal;"15438635, 15438627";"Taylor and Francis Ltd.";No;No;0,885;Q2;54;39;139;1806;388;135;2,78;46,31;21,34;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2003-2026";"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q2)";"Health Professions; Medicine"
50;147231;"International Review for the Sociology of Sport";journal;"10126902, 14617218";"SAGE Publications Ltd";No;No;0,860;Q2;80;50;156;3061;359;154;2,41;61,22;42,02;11;United Kingdom;Western Europe;"SAGE Publications Ltd";"1966-2002, 2004-2026";"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Sports Science (Q2)";"Health Professions; Social Sciences"
51;18142;"Sociology of Sport Journal";journal;"15432785, 07411235";"Human Kinetics Publishers Inc.";No;No;0,840;Q2;74;29;89;1922;240;87;2,90;66,28;37,50;2;United States;Northern America;"Human Kinetics Publishers Inc.";"1986, 1995-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sociology and Political Science (Q1); Orthopedics and Sports Medicine (Q2); Sports Science (Q2)";"Health Professions; Medicine; Social Sciences"
52;29204;"Measurement in Physical Education and Exercise Science";journal;"15327841, 1091367X";"Routledge";No;No;0,836;Q2;51;34;86;1447;159;82;1,95;42,56;38,79;0;United States;Northern America;"Routledge";"1999-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Orthopedics and Sports Medicine (Q2); Sports Science (Q2)";"Health Professions; Medicine"
53;19915;"Physician and Sportsmedicine";journal;"23263660, 00913847";"Taylor and Francis Ltd.";No;No;0,823;Q2;63;72;203;2836;443;193;1,80;39,39;25,17;7;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1978-2005, 2008-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Orthopedics and Sports Medicine (Q2); Sports Science (Q2)";"Health Professions; Medicine"
54;19700169885;"European Sport Management Quarterly";journal;"1746031X, 16184742";"Routledge";No;No;0,797;Q2;63;34;101;2427;226;95;2,28;71,38;23,91;8;United Kingdom;Western Europe;"Routledge";"2010-2026";"Strategy and Management (Q1); Tourism, Leisure and Hospitality Management (Q1); Sports Science (Q2)";"Business, Management and Accounting; Health Professions"
55;14018;"Human Movement Science";journal;"01679457, 18727646";"Elsevier B.V.";No;No;0,787;Q2;114;182;456;8180;1060;452;2,29;44,95;32,25;5;Netherlands;Western Europe;"Elsevier B.V.";"1982-2026";"Biophysics (Q2); Experimental and Cognitive Psychology (Q2); Medicine (miscellaneous) (Q2); Orthopedics and Sports Medicine (Q2); Sports Science (Q2)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine; Psychology"
56;21076;"Sports Biomechanics";journal;"17526116, 14763141";"Taylor and Francis Ltd.";No;No;0,766;Q2;61;53;127;1567;224;127;1,73;29,57;16,99;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2002-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Orthopedics and Sports Medicine (Q2); Sports Science (Q2)";"Health Professions; Medicine"
57;19816;"Biology of Sport";journal;"0860021X, 20831862";"Institute of Sport";Yes;No;0,758;Q2;57;46;155;1677;365;153;2,17;36,46;26,21;3;Poland;Eastern Europe;"Institute of Sport";"1996-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Orthopedics and Sports Medicine (Q2); Sports Science (Q2); Physiology (medical) (Q3)";"Health Professions; Medicine"
58;15724;"Pediatric Exercise Science";journal;"15432920, 08998493";"Human Kinetics Publishers Inc.";No;No;0,755;Q2;78;66;226;2945;427;167;1,74;44,62;38,68;10;United States;Northern America;"Human Kinetics Publishers Inc.";"1989-1990, 1992, 1996-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Orthopedics and Sports Medicine (Q2); Pediatrics, Perinatology and Child Health (Q2); Sports Science (Q2)";"Health Professions; Medicine"
59;21170;"Clinical Biomechanics";journal;"18791271, 02680033";"Elsevier Ltd";No;No;0,750;Q2;157;263;553;10601;1123;539;1,70;40,31;26,65;8;United Kingdom;Western Europe;"Elsevier Ltd";"1986-2026";"Biophysics (Q2); Orthopedics and Sports Medicine (Q2); Sports Science (Q2)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
60;15600154711;"International Journal of Sport and Exercise Psychology";journal;"1557251X, 1612197X";"Taylor and Francis Ltd.";No;No;0,730;Q2;53;48;118;2273;251;114;2,38;47,35;36,36;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2026";"Applied Psychology (Q2); Social Psychology (Q2); Sports Science (Q2)";"Health Professions; Psychology"
61;19912;"Physical Therapy in Sport";journal;"1466853X, 18731600";"Churchill Livingstone";No;No;0,721;Q2;72;146;287;5854;667;277;2,27;40,10;34,09;7;United States;Northern America;"Churchill Livingstone";"2000-2026";"Medicine (miscellaneous) (Q2); Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q2)";"Health Professions; Medicine"
62;23446;"Journal of Applied Biomechanics";journal;"15432688, 10658483";"Human Kinetics Publishers Inc.";No;No;0,718;Q2;76;56;222;2023;379;221;1,65;36,13;37,50;3;United States;Northern America;"Human Kinetics Publishers Inc.";"1995-2026";"Rehabilitation (Q1); Biophysics (Q2); Orthopedics and Sports Medicine (Q2); Sports Science (Q2)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
63;29191;"Journal of Aging and Physical Activity";journal;"10638652, 1543267X";"Human Kinetics Publishers Inc.";No;No;0,706;Q2;76;104;237;4922;460;234;1,85;47,33;49,90;17;United States;Northern America;"Human Kinetics Publishers Inc.";"1994, 1996-2026";"Rehabilitation (Q1); Geriatrics and Gerontology (Q2); Gerontology (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q2)";"Health Professions; Medicine; Nursing"
64;4000152113;"Journal of Sports Science and Medicine";journal;"13032968";"Journal of Sport Science and Medicine";Yes;No;0,699;Q2;93;97;255;3913;627;243;2,05;40,34;26,61;0;Turkey;Middle East;"Journal of Sport Science and Medicine";"2002-2026";"Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q2)";"Health Professions; Medicine"
65;29890;"Strength and Conditioning Journal";journal;"15334295, 15241602";"Lippincott Williams and Wilkins";No;No;0,676;Q3;68;77;230;3713;327;213;1,50;48,22;14,49;0;United States;Northern America;"Lippincott Williams and Wilkins";"1996-2025";"Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions; Medicine"
66;29803;"Research Quarterly for Exercise and Sport";journal;"02701367, 21683824";"Taylor and Francis Ltd.";No;No;0,675;Q3;111;76;175;2766;368;149;1,86;36,39;38,51;7;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1980-2026";"Medicine (miscellaneous) (Q2); Nephrology (Q2); Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions; Medicine"
67;14897;"Journal of Electromyography and Kinesiology";journal;"18735711, 10506411";"Elsevier Ltd";No;No;0,659;Q3;123;98;360;3919;747;355;2,00;39,99;34,62;8;United Kingdom;Western Europe;"Elsevier Ltd";"1991-2026";"Biophysics (Q2); Neurology (clinical) (Q3); Neuroscience (miscellaneous) (Q3); Sports Science (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine; Neuroscience"
68;11800154592;"Journal of Sports Economics";journal;"15270025, 15527794";"SAGE Publications Ltd";No;No;0,656;Q3;63;46;132;1724;247;132;1,89;37,48;16,48;4;United Kingdom;Western Europe;"SAGE Publications Ltd";"2000-2026";"Economics, Econometrics and Finance (miscellaneous) (Q1); Sports Science (Q3)";"Economics, Econometrics and Finance; Health Professions"
69;21100237613;"International Journal of Performance Analysis in Sport";journal;"14748185";"Taylor and Francis Ltd.";No;No;0,624;Q3;58;82;252;2696;437;249;1,69;32,88;17,20;3;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2011-2026";"Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions; Medicine"
70;15281;"Sport Psychologist";journal;"15432793, 08884781";"Human Kinetics Publishers Inc.";No;No;0,614;Q3;88;30;102;1520;195;101;1,79;50,67;45,13;0;United States;Northern America;"Human Kinetics Publishers Inc.";"1989, 1991-1992, 1996-2026";"Applied Psychology (Q2); Sports Science (Q3)";"Health Professions; Psychology"
