Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2018);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
71;15800154701;"PM&amp;R";journal;"19341482, 19341563";"John Wiley and Sons Inc";No;No;0,643;Q3;97;213;619;6705;1130;535;1,73;31,48;36,98;29;United States;Northern America;"John Wiley and Sons Inc";"2009-2026";"Medicine (miscellaneous) (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Rehabilitation (Q2); Neurology (Q3); Neurology (clinical) (Q3); Sports Science (Q3)";"Health Professions; Medicine; Neuroscience"
72;23446;"Journal of Applied Biomechanics";journal;"15432688, 10658483";"Human Kinetics Publishers Inc.";No;No;0,638;Q3;76;72;218;2515;323;217;1,40;34,93;31,08;5;United States;Northern America;"Human Kinetics Publishers Inc.";"1995-2026";"Biophysics (Q2); Orthopedics and Sports Medicine (Q2); Rehabilitation (Q2); Sports Science (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
73;15600154711;"International Journal of Sport and Exercise Psychology";journal;"1557251X, 1612197X";"Taylor and Francis Ltd.";No;No;0,609;Q3;53;49;99;2348;161;95;1,65;47,92;39,04;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2026";"Applied Psychology (Q2); Social Psychology (Q2); Sports Science (Q3)";"Health Professions; Psychology"
74;21100204113;"Revista Iberoamericana de Psicologia del Ejercicio y el Deporte (discontinued)";journal;"23407700, 18868576";"Asociacion Canaria de Psicologia del Deporte";Yes;No;0,579;Q3;23;32;90;1415;154;90;1,68;44,22;28,70;0;Spain;Western Europe;"Asociacion Canaria de Psicologia del Deporte";"2012-2024";"Social Psychology (Q2); Applied Psychology (Q3); Sports Science (Q3)";"Health Professions; Psychology"
75;19700180783;"International Journal of Sports Science and Coaching";journal;"2048397X, 17479541";"SAGE Publications Inc.";No;No;0,577;Q3;54;135;294;4740;337;235;1,13;35,11;26,65;5;United Kingdom;Western Europe;"SAGE Publications Inc.";"2009-2026";"Social Sciences (miscellaneous) (Q2); Sports Science (Q3)";"Health Professions; Social Sciences"
76;1200147101;"Sport in Society";journal;"17430445, 17430437";"Routledge";No;No;0,548;Q3;60;131;319;6025;287;302;0,82;45,99;38,89;11;United Kingdom;Western Europe;"Routledge";"2005-2026";"Cultural Studies (Q1); Sports Science (Q3)";"Health Professions; Social Sciences"
77;21595;"Adapted Physical Activity Quarterly";journal;"15432777, 07365829";"Human Kinetics Publishers Inc.";No;No;0,539;Q3;70;35;76;1223;115;70;1,04;34,94;41,84;6;United States;Northern America;"Human Kinetics Publishers Inc.";"1988-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions"
78;17400154821;"Sports Engineering";journal;"14602687, 13697072";"Springer Nature";No;No;0,538;Q3;32;49;81;1317;133;79;1,44;26,88;23,21;0;United States;Northern America;"Springer Nature";"2009-2026";"Biomedical Engineering (Q2); Mechanical Engineering (Q2); Mechanics of Materials (Q2); Modeling and Simulation (Q2); Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Engineering; Health Professions; Mathematics; Medicine"
79;19887;"Journal of Sports Medicine and Physical Fitness";journal;"18271928, 00224707";"Edizioni Minerva Medica S.p.A.";No;No;0,537;Q3;80;254;644;8599;815;619;1,22;33,85;29,91;0;Italy;Western Europe;"Edizioni Minerva Medica S.p.A.";"1962-2026";"Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions; Medicine"
80;19876;"Journal of Sport Rehabilitation";journal;"15433072, 10566716";"Human Kinetics Publishers Inc.";No;No;0,532;Q3;70;99;226;2711;296;219;1,03;27,38;37,53;7;United States;Northern America;"Human Kinetics Publishers Inc.";"1992-2026";"Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Rehabilitation (Q2); Biophysics (Q3); Sports Science (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
81;29890;"Strength and Conditioning Journal";journal;"15334295, 15241602";"Lippincott Williams and Wilkins";No;No;0,521;Q3;68;78;224;3458;205;214;0,91;44,33;14,04;0;United States;Northern America;"Lippincott Williams and Wilkins";"1996-2025";"Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions; Medicine"
82;30014;"Journal of Motor Behavior";journal;"00222895, 19401027";"Routledge";No;No;0,518;Q3;85;67;194;2940;270;191;1,34;43,88;38,68;2;United States;Northern America;"Routledge";"1969-2026";"Biophysics (Q3); Cognitive Neuroscience (Q3); Experimental and Cognitive Psychology (Q3); Orthopedics and Sports Medicine (Q3); Sports Science (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine; Neuroscience; Psychology"
83;13921;"High Altitude Medicine and Biology";journal;"15578682, 15270297";"Mary Ann Liebert Inc.";No;No;0,495;Q3;67;60;169;2106;245;141;1,36;35,10;30,35;3;United States;Northern America;"Mary Ann Liebert Inc.";"2000-2026";"Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2); Physiology (Q3); Sports Science (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
84;19400158604;"Kinesiology";journal;"13311441, 1848638X";"University of Zagreb - Faculty of Kinesiology";Yes;Yes;0,475;Q3;36;51;92;1916;129;90;1,35;37,57;26,34;1;Croatia;Eastern Europe;"University of Zagreb - Faculty of Kinesiology";"2008-2025";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions"
85;20901;"Wilderness and Environmental Medicine";journal;"10806032, 15451534";"SAGE Publications Inc.";No;No;0,470;Q3;60;91;348;1821;346;245;1,03;20,01;29,96;8;United States;Northern America;"SAGE Publications Inc.";"1995-2026";"Emergency Medicine (Q2); Public Health, Environmental and Occupational Health (Q3); Sports Science (Q3)";"Health Professions; Medicine"
86;19900192605;"Asian Journal of Sports Medicine";journal;"20087209, 2008000X";"Brieflands";Yes;No;0,429;Q3;41;45;156;1269;238;152;1,18;28,20;28,57;3;Netherlands;Western Europe;"Brieflands";"2010-2025";"Orthopedics and Sports Medicine (Q3); Sports Science (Q3)";"Health Professions; Medicine"
87;19200157038;"International Journal of Sports Marketing and Sponsorship";journal;"14646668";"Emerald Group Publishing Ltd.";No;No;0,419;Q3;42;28;72;1706;71;64;1,06;60,93;19,72;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2001, 2007-2026";"Business and International Management (Q2); Finance (Q2); Marketing (Q2); Sports Science (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Health Professions"
88;3200147837;"Journal of Exercise Science and Fitness";journal;"1728869X";"Elsevier (Singapore) Pte Ltd";Yes;No;0,405;Q3;39;22;47;669;56;47;1,07;30,41;24,51;1;Singapore;Asiatic Region;"Elsevier (Singapore) Pte Ltd";"2005-2026";"Pharmacology (nursing) (Q1); Pharmaceutical Science (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Public Health, Environmental and Occupational Health (Q3); Sports Science (Q3)";"Health Professions; Medicine; Nursing; Pharmacology, Toxicology and Pharmaceutics"
89;19400157209;"Revista Internacional de Medicina y Ciencias de la Actividad Fisica y del Deporte (discontinued)";journal;"15770354";"Universidad Autonoma de Madrid y CV Ciencias del Deporte";Yes;No;0,400;Q3;30;47;141;1879;175;141;0,96;39,98;26,67;0;Spain;Western Europe;"Universidad Autonoma de Madrid y CV Ciencias del Deporte";"2008-2025";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q3)";"Health Professions"
90;16868;"Motor Control";journal;"10871640, 15432696";"Human Kinetics Publishers Inc.";No;No;0,386;Q3;55;31;90;1162;90;81;1,05;37,48;28,30;1;United States;Northern America;"Human Kinetics Publishers Inc.";"1987, 1997-2026";"Neurology (clinical) (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Physiology (medical) (Q3); Sports Science (Q3)";"Health Professions; Medicine"
91;19300156920;"International Journal of Sport Finance";journal;"15586235, 1930076X";"SAGE Publications Ltd";No;No;0,383;Q3;35;20;66;764;52;60;0,45;38,20;15,56;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"2008-2024";"Business and International Management (Q2); Finance (Q2); Marketing (Q2); Sports Science (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Health Professions"
92;19835;"Current Sports Medicine Reports";journal;"15378918, 1537890X";"Lippincott Williams and Wilkins";No;No;0,363;Q3;73;108;317;2662;326;254;0,88;24,65;27,83;0;United States;Northern America;"Lippincott Williams and Wilkins";"2002-2026";"Medicine (miscellaneous) (Q3); Orthopedics and Sports Medicine (Q3); Public Health, Environmental and Occupational Health (Q3); Sports Science (Q3)";"Health Professions; Medicine"
93;19867;"Isokinetics and Exercise Science";journal;"18785913, 09593020";"SAGE Publications Ltd";No;No;0,356;Q3;36;37;122;1343;76;120;0,48;36,30;23,57;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1991-1998, 2000-2025";"Biophysics (Q3); Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
94;12100156093;"Sport, Ethics and Philosophy";journal;"17511321, 1751133X";"Routledge";No;No;0,352;Q3;30;34;100;1030;102;90;1,00;30,29;12,82;1;United Kingdom;Western Europe;"Routledge";"2007-2026";"Philosophy (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q3)";"Arts and Humanities; Health Professions"
95;19600162207;"Cultura, Ciencia y Deporte";journal;"16965043";"Universidad Catolica San Antonio Murcia";Yes;Yes;0,345;Q4;21;29;73;1162;63;64;0,91;40,07;22,64;0;Spain;Western Europe;"Universidad Catolica San Antonio Murcia";"2009-2025";"Health (social science) (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions; Social Sciences"
96;15341;"International Journal of the History of Sport";journal;"09523367, 17439035";"Routledge";No;No;0,345;Q4;33;104;410;1802;181;392;0,27;17,33;26,21;4;United Kingdom;Western Europe;"Routledge";"1984-1995, 2000-2002, 2010-2026";"History (Q1); Social Sciences (miscellaneous) (Q2); Sports Science (Q4)";"Arts and Humanities; Health Professions; Social Sciences"
97;19700201540;"RICYDE: Revista Internacional de Ciencias del Deporte";journal;"18853137";"Revista Internacional de Ciencias del Deporte";Yes;Yes;0,341;Q4;27;32;92;1187;107;86;1,13;37,09;16,22;2;Spain;Western Europe;"Revista Internacional de Ciencias del Deporte";"2010-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions"
98;4900152601;"Sport Sciences for Health";journal;"18247490, 18251234";"Springer-Verlag Italia s.r.l.";No;No;0,341;Q4;31;88;182;3333;157;181;0,73;37,88;34,55;1;Italy;Western Europe;"Springer-Verlag Italia s.r.l.";"2004-2026";"Orthopedics and Sports Medicine (Q3); Sports Science (Q4)";"Health Professions; Medicine"
99;4700151608;"Journal of the Philosophy of Sport";journal;"00948705, 15432939";"Routledge";No;No;0,319;Q4;38;18;88;561;70;85;0,84;31,17;20,00;2;United Kingdom;Western Europe;"Routledge";"1974-1993, 1995-2026";"Social Sciences (miscellaneous) (Q2); Health (social science) (Q3); Sports Science (Q4)";"Health Professions; Social Sciences"
100;19900191849;"Journal of Physical Education and Sport";journal;"22478051, 2247806X";"Editura Universitatii din Pitesti";Yes;No;0,318;Q4;43;374;627;10444;806;627;1,37;27,93;38,39;1;Romania;Eastern Europe;"Editura Universitatii din Pitesti";"2011-2025";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions"
101;19400157269;"Proceedings of the Institution of Mechanical Engineers, Part P: Journal of Sports Engineering and Technology";journal;"1754338X, 17543371";"SAGE Publications Ltd";No;No;0,318;Q4;29;41;102;1126;81;98;0,66;27,46;11,43;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"2008-2026";"Engineering (miscellaneous) (Q2); Sports Science (Q4)";"Engineering; Health Professions"
102;21075;"Journal of Sport History";journal;"00941700, 21558450";"North American Society for Sport History";No;No;0,308;Q4;17;18;61;1401;25;57;0,36;77,83;4,76;1;United States;Northern America;"North American Society for Sport History";"1977-1979, 1981-1984, 1987, 1989, 1999-2002, 2010-2025";"Cultural Studies (Q1); History (Q1); Sports Science (Q4)";"Arts and Humanities; Health Professions; Social Sciences"
103;17500155123;"Journal of Imagery Research in Sport and Physical Activity";journal;"19320191";"Walter de Gruyter GmbH";No;No;0,297;Q4;17;2;13;86;13;13;0,88;43,00;100,00;0;Germany;Western Europe;"Walter de Gruyter GmbH";"2009-2025";"Applied Psychology (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions; Psychology"
104;19700183042;"Archives of Budo";journal;"16438698";"Archives of Budo Bartlomiej Barczynski";Yes;No;0,287;Q4;30;35;114;1364;105;114;1,03;38,97;22,89;0;Poland;Eastern Europe;"Archives of Budo Bartlomiej Barczynski";"2009-2025";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions"
105;20349;"Science and Sports";journal;"17784131, 07651597";"Elsevier Masson s.r.l.";No;No;0,286;Q4;35;81;209;2429;129;199;0,56;29,99;24,70;2;France;Western Europe;"Elsevier Masson s.r.l.";"1986-2026";"Orthopedics and Sports Medicine (Q3); Sports Science (Q4)";"Health Professions; Medicine"
106;3900148607;"Medicine and Sport Science";book series;"16622812, 02545020";"S. Karger AG";No;No;0,273;Q4;45;0;28;0;46;26;1,64;0,00;0,00;0;Switzerland;Western Europe;"S. Karger AG";"2005, 2007-2014, 2016-2017";"Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions; Medicine"
107;4700153009;"International Journal of Sport Management and Marketing";journal;"14758962, 17402808";"Inderscience Enterprises Ltd";No;No;0,263;Q4;36;28;47;1743;19;46;0,29;62,25;30,77;0;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005-2025";"Business and International Management (Q3); Management Science and Operations Research (Q3); Marketing (Q3); Strategy and Management (Q3); Sports Science (Q4)";"Business, Management and Accounting; Decision Sciences; Health Professions"
108;27566;"ACSM's Health and Fitness Journal";journal;"1536593X, 10915397";"Lippincott Williams and Wilkins Ltd.";No;No;0,257;Q4;36;76;213;779;108;162;0,53;10,25;55,88;0;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1998-2025";"Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Public Health, Environmental and Occupational Health (Q3); Sports Science (Q4)";"Health Professions; Medicine"
109;21100200826;"Journal of Human Sport and Exercise";journal;"19885202";"Asociacion Espanola de Analisis del Rendimiento Deportivo";Yes;No;0,257;Q4;39;106;214;3260;171;213;0,85;30,75;30,18;0;Spain;Western Europe;"Asociacion Espanola de Analisis del Rendimiento Deportivo";"2010-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions"
110;17700156017;"Revista de Psicologia del Deporte (discontinued)";journal;"19885636, 1132239X";"Sociedad Revista de Psicologia del Deporte";Yes;No;0,245;Q4;38;31;291;874;208;280;0,68;28,19;38,05;0;Spain;Western Europe;"Sociedad Revista de Psicologia del Deporte";"2008-2025";"Applied Psychology (Q4); Sports Science (Q4)";"Health Professions; Psychology"
111;19530;"Sportverletzung-Sportschaden";journal;"14391236, 09320555";"Georg Thieme Verlag";No;No;0,243;Q4;26;40;150;826;40;73;0,23;20,65;17,65;0;Germany;Western Europe;"Georg Thieme Verlag";"1987-2026";"Medicine (miscellaneous) (Q3); Orthopedics and Sports Medicine (Q3); Sports Science (Q4)";"Health Professions; Medicine"
112;19900191750;"Motriz. Revista de Educacao Fisica";journal;"14159805, 19806574";"Universidade Estadual Paulista (UNESP)";Yes;Yes;0,202;Q4;25;74;170;2615;95;168;0,53;35,34;38,56;0;Brazil;Latin America;"Universidade Estadual Paulista (UNESP)";"2010-2025";"Medicine (miscellaneous) (Q3); Health (social science) (Q4); Sports Science (Q4)";"Health Professions; Medicine; Social Sciences"
113;17048;"Physikalische Medizin Rehabilitationsmedizin Kurortmedizin";journal;"1439085X, 09406689";"Georg Thieme Verlag";Yes;No;0,200;Q4;20;36;107;973;33;98;0,21;27,03;43,81;1;Germany;Western Europe;"Georg Thieme Verlag";"1991-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Rehabilitation (Q3); Sports Science (Q4)";"Health Professions; Medicine"
114;19892;"Medicina dello Sport";journal;"00257826, 18271863";"Edizioni Minerva Medica";No;No;0,197;Q4;18;57;158;1818;45;157;0,31;31,89;31,00;0;Italy;Western Europe;"Edizioni Minerva Medica";"1965, 1973-1982, 1996-2024";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Orthopedics and Sports Medicine (Q4); Sports Science (Q4)";"Health Professions; Medicine"
115;19300156914;"Revista Andaluza de Medicina del Deporte";journal;"21725063, 18887546";"Centro Andaluz de Medicina del Deporte";Yes;Yes;0,197;Q4;21;40;89;857;61;85;0,51;21,43;20,00;1;Spain;Western Europe;"Centro Andaluz de Medicina del Deporte";"2008-2025";"Orthopedics and Sports Medicine (Q4); Physiology (medical) (Q4); Sports Science (Q4)";"Health Professions; Medicine"
116;19812;"Archivos de Medicina del Deporte";journal;"02128799";"Archivos de Medicina del Deporte";No;No;0,192;Q4;16;40;130;1200;34;109;0,16;30,00;27,82;0;Spain;Western Europe;"Archivos de Medicina del Deporte";"1997-2025";"Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Medicine"
117;13600154749;"South African Journal for Research in Sport, Physical Education and Recreation";journal;"29602386, 03799069";"North-West Unversity";No;No;0,186;Q4;21;35;146;1465;63;145;0,40;41,86;31,86;0;South Africa;Africa;"North-West Unversity";"2008-2025";"Education (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Social Sciences"
118;28781;"Japanese Journal of Physical Fitness and Sports Medicine";journal;"0039906X";"Japanese Society of Physical Fitness and Sports Medicine";No;No;0,182;Q4;14;95;116;1277;6;113;0,02;13,44;25,40;0;Japan;Asiatic Region;"Japanese Society of Physical Fitness and Sports Medicine";"1956, 1958-2026";"Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Medicine"
119;19917;"Revista Brasileira de Medicina do Esporte (discontinued)";journal;"15178692";"Redprint Editora Ltda";Yes;No;0,180;Q4;35;88;265;2419;123;265;0,32;27,49;33,11;1;Brazil;Latin America;"Redprint Editora Ltda";"2003-2023";"Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Medicine"
120;35404;"Operative Techniques in Sports Medicine";journal;"15579794, 10601872";"W.B. Saunders";No;No;0,178;Q4;39;46;140;1378;55;127;0,44;29,96;12,22;2;United States;Northern America;"W.B. Saunders";"1993-2025";"Surgery (Q3); Orthopedics and Sports Medicine (Q4); Sports Science (Q4)";"Health Professions; Medicine"
121;21100199851;"International Journal of Athletic Therapy and Training";journal;"21577277, 21577285";"Human Kinetics Publishers Inc.";No;No;0,175;Q4;22;44;161;968;46;144;0,25;22,00;52,07;2;United States;Northern America;"Human Kinetics Publishers Inc.";"2012-2026";"Rehabilitation (Q3); Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Medicine"
122;7200153126;"Apunts Medicina de l'Esport";journal;"02133717, 18866581";"";No;No;0,167;Q4;0;0;0;0;0;0;0,00;0,00;0,00;0;Spain;Western Europe;"";"1995, 2006-2019";"Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Medicine"
123;19838;"Deutsche Zeitschrift fur Sportmedizin";journal;"03445925, 25105264";"Dynamic Media Sales Verlag";Yes;Yes;0,140;Q4;25;40;164;1135;55;120;0,29;28,38;22,73;1;Germany;Western Europe;"Dynamic Media Sales Verlag";"1996-2025";"Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Medicine"
124;19868;"Journal de Traumatologie du Sport";journal;"17730465, 0762915X";"Elsevier Masson s.r.l.";No;No;0,134;Q4;11;36;107;848;21;94;0,24;23,56;18,37;0;France;Western Europe;"Elsevier Masson s.r.l.";"2003-2026";"Orthopedics and Sports Medicine (Q4); Rehabilitation (Q4); Sports Science (Q4); Surgery (Q4)";"Health Professions; Medicine"
125;19900192008;"Sport History Review";journal;"10871659, 15432947";"Human Kinetics Publishers Inc.";No;No;0,108;Q4;10;10;42;967;3;37;0,09;96,70;7,14;0;United States;Northern America;"Human Kinetics Publishers Inc.";"1999, 2002, 2009-2025";"History (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Arts and Humanities; Health Professions"
126;21100908538;"Science and Medicine in Football";journal;"24733938, 24734446";"Taylor and Francis Ltd.";No;No;;-;40;50;45;1616;90;39;2,00;32,32;11,86;1;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2017-2026";"Orthopedics and Sports Medicine; Physical Therapy, Sports Therapy and Rehabilitation; Tourism, Leisure and Hospitality Management";"Business, Management and Accounting; Health Professions; Medicine"
