Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2018);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
11;14000156196;"International Journal of Sports Physiology and Performance";journal;"15550265, 15550273";"Human Kinetics Publishers Inc.";No;No;1,935;Q1;109;210;573;6042;2337;547;4,00;28,77;18,71;5;United States;Northern America;"Human Kinetics Publishers Inc.";"2006-2026";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine"
12;19842;"Exercise and Sport Sciences Reviews";journal;"15383008, 00916331";"Lippincott Williams and Wilkins Ltd.";No;No;1,912;Q1;127;41;99;1932;431;74;3,52;47,12;19,63;0;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1973-2026";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine"
13;19890;"Knee Surgery, Sports Traumatology, Arthroscopy";journal;"09422056, 14337347";"John Wiley and Sons Inc";No;No;1,867;Q1;167;483;1581;15908;5476;1512;3,38;32,94;17,00;35;Germany;Western Europe;"John Wiley and Sons Inc";"1993-2026";"Orthopedics and Sports Medicine (Q1); Sports Science (Q1); Surgery (Q1)";"Health Professions; Medicine"
14;12100156754;"Sport Management Review";journal;"14413523";"Taylor and Francis Ltd.";No;No;1,769;Q1;93;45;137;3212;490;134;2,51;71,38;32,00;8;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1998-2026";"Business and International Management (Q1); Management Science and Operations Research (Q1); Marketing (Q1); Organizational Behavior and Human Resource Management (Q1); Sports Science (Q1); Strategy and Management (Q1); Tourism, Leisure and Hospitality Management (Q1)";"Business, Management and Accounting; Decision Sciences; Health Professions"
15;13068;"Spine";journal;"03622436, 15281159";"Wolters Kluwer Health";No;No;1,742;Q1;310;496;1583;13827;5052;1457;2,91;27,88;21,52;0;United States;Northern America;"Wolters Kluwer Health";"1976-2026";"Neurology (clinical) (Q1); Orthopedics and Sports Medicine (Q1); Sports Science (Q1)";"Health Professions; Medicine"
16;19874;"Journal of Science and Medicine in Sport";journal;"18781861, 14402440";"Elsevier Ltd";No;No;1,665;Q1;141;231;559;6927;2310;522;3,55;29,99;30,09;40;United Kingdom;Western Europe;"Elsevier Ltd";"1998-2026";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine"
17;20346;"Scandinavian Journal of Medicine and Science in Sports";journal;"16000838, 09057188";"Blackwell Munksgaard";No;No;1,627;Q1;158;307;635;11312;2654;614;3,82;36,85;28,40;28;Denmark;Western Europe;"Blackwell Munksgaard";"1991-2026";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine"
18;29603;"Clinical Orthopaedics and Related Research";journal;"15281132, 0009921X";"";No;No;1,570;Q1;254;458;1614;8802;4540;1448;2,26;19,22;20,81;22;United States;Northern America;"";"1963-2026";"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Sports Science (Q1); Surgery (Q1)";"Health Professions; Medicine"
19;19889;"Journal of Strength and Conditioning Research";journal;"10648011, 15334287";"NSCA National Strength and Conditioning Association";Yes;No;1,496;Q1;185;434;1317;14898;4195;1292;2,93;34,33;20,76;4;United States;Northern America;"NSCA National Strength and Conditioning Association";"1987-2026";"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine"
20;17900156719;"International Review of Sport and Exercise Psychology";journal;"1750984X, 17509858";"Routledge";No;No;1,469;Q1;68;11;34;1104;162;33;6,83;100,36;28,13;0;United Kingdom;Western Europe;"Routledge";"2009-2026";"Applied Psychology (Q1); Sports Science (Q1)";"Health Professions; Psychology"
21;21078;"Journal of Sport Management";journal;"1543270X, 08884773";"Human Kinetics Publishers Inc.";No;No;1,469;Q1;96;50;134;3354;405;131;2,59;67,08;36,36;4;United States;Northern America;"Human Kinetics Publishers Inc.";"1987, 1989, 1995-2026";"Decision Sciences (miscellaneous) (Q1); Organizational Behavior and Human Resource Management (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Business, Management and Accounting; Decision Sciences; Health Professions; Medicine"
22;16270;"Archives of Physical Medicine and Rehabilitation";journal;"1532821X, 00039993";"W.B. Saunders";No;No;1,380;Q1;235;322;958;12846;3144;866;2,80;39,89;51,93;101;United States;Northern America;"W.B. Saunders";"1945-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine"
23;23454;"Journal of Applied Physiology";journal;"87507587, 15221601";"American Physiological Society";No;No;1,318;Q1;276;463;1205;19922;3479;980;2,65;43,03;30,12;22;United States;Northern America;"American Physiological Society";"1948-1976, 1985-2026";"Medicine (miscellaneous) (Q1); Sports Science (Q1); Physiology (Q2); Physiology (medical) (Q2)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
24;19700169885;"European Sport Management Quarterly";journal;"1746031X, 16184742";"Routledge";No;No;1,280;Q1;63;34;94;2343;302;89;2,64;68,91;23,47;4;United Kingdom;Western Europe;"Routledge";"2010-2026";"Sports Science (Q1); Strategy and Management (Q1); Tourism, Leisure and Hospitality Management (Q1)";"Business, Management and Accounting; Health Professions"
25;23402;"European Journal of Applied Physiology";journal;"14396319, 14396327";"Springer Science and Business Media Deutschland GmbH";No;No;1,263;Q1;176;251;730;11932;2324;697;3,13;47,54;25,55;16;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"1996, 2000-2026";"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Public Health, Environmental and Occupational Health (Q1); Sports Science (Q1); Physiology (medical) (Q2)";"Health Professions; Medicine"
26;14033;"Psychology of Sport and Exercise";journal;"14690292";"Elsevier B.V.";No;No;1,256;Q1;133;142;341;7703;1296;335;3,15;54,25;39,31;16;Netherlands;Western Europe;"Elsevier B.V.";"2000-2026";"Applied Psychology (Q1); Sports Science (Q1)";"Health Professions; Psychology"
27;19871;"Journal of Athletic Training";journal;"10626050, 1938162X";"National Athletic Trainers' Association Inc.";Yes;No;1,248;Q1;146;143;419;5295;1226;404;2,42;37,03;47,06;9;United States;Northern America;"National Athletic Trainers' Association Inc.";"1996-2026";"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine"
28;19873;"Journal of Orthopaedic and Sports Physical Therapy";journal;"19381344, 01906011";"Movement Science Media";No;No;1,228;Q1;161;179;472;5213;1114;314;1,83;29,12;36,40;21;United States;Northern America;"Movement Science Media";"1979-2026";"Medicine (miscellaneous) (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine"
29;21090;"Journal of Sports Sciences";journal;"1466447X, 02640414";"Routledge";No;No;1,227;Q1;181;363;879;13891;2700;863;2,91;38,27;25,29;24;United Kingdom;Western Europe;"Routledge";"1983-2026";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine"
30;19864;"International Journal of Sports Medicine";journal;"01724622, 14393964";"Georg Thieme Verlag";No;No;1,205;Q1;135;140;488;5104;1260;477;2,21;36,46;28,55;8;Germany;Western Europe;"Georg Thieme Verlag";"1980-2026";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine"
31;4700151731;"Applied Physiology, Nutrition and Metabolism";journal;"17155320, 17155312";"Canadian Science Publishing";No;No;1,204;Q1;119;190;550;7947;1835;536;3,61;41,83;38,31;15;Canada;Northern America;"Canadian Science Publishing";"2006-2026";"Medicine (miscellaneous) (Q1); Sports Science (Q1); Endocrinology, Diabetes and Metabolism (Q2); Nutrition and Dietetics (Q2); Physiology (Q2); Physiology (medical) (Q2)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine; Nursing"
32;30091;"Journal of Sport and Exercise Psychology";journal;"08952779, 15432904";"Human Kinetics Publishers Inc.";No;No;1,184;Q2;129;32;142;1610;426;139;2,38;50,31;36,75;2;United States;Northern America;"Human Kinetics Publishers Inc.";"1988-1991, 1996-2026";"Applied Psychology (Q1); Sports Science (Q2)";"Health Professions; Psychology"
33;5800207375;"European Journal of Sport Science";journal;"17461391, 15367290";"John Wiley and Sons Inc";Yes;No;1,165;Q2;94;151;399;5843;1216;394;2,59;38,70;24,64;7;United Kingdom;Western Europe;"John Wiley and Sons Inc";"2001-2026";"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q2)";"Health Professions; Medicine"
34;28025;"Gait and Posture";journal;"18792219, 09666362";"Elsevier B.V.";No;No;1,164;Q2;186;701;1038;14771;3090;1022;2,72;21,07;39,71;32;Netherlands;Western Europe;"Elsevier B.V.";"1993-2026";"Biophysics (Q1); Orthopedics and Sports Medicine (Q1); Rehabilitation (Q1); Sports Science (Q2)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
35;12257;"Journal of Orthopaedic Trauma";journal;"08905339, 15312291";"Wolters Kluwer Health";No;No;1,151;Q2;159;296;806;6223;1743;731;1,70;21,02;20,76;0;United States;Northern America;"Wolters Kluwer Health";"1987-2026";"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Surgery (Q1); Sports Science (Q2)";"Health Professions; Medicine"
36;15846;"Journal of Biomechanics";journal;"18732380, 00219290";"Elsevier Ltd";No;No;1,149;Q2;240;463;1534;16924;4617;1506;2,81;36,55;28,77;27;United Kingdom;Western Europe;"Elsevier Ltd";"1968-2026";"Biomedical Engineering (Q1); Biophysics (Q1); Orthopedics and Sports Medicine (Q1); Rehabilitation (Q1); Sports Science (Q2)";"Biochemistry, Genetics and Molecular Biology; Engineering; Health Professions; Medicine"
37;147231;"International Review for the Sociology of Sport";journal;"10126902, 14617218";"SAGE Publications Ltd";No;No;1,095;Q2;80;51;193;3043;470;191;2,21;59,67;31,62;11;United Kingdom;Western Europe;"SAGE Publications Ltd";"1966-2002, 2004-2026";"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Sports Science (Q2)";"Health Professions; Social Sciences"
38;11700154617;"Journal of the International Society of Sports Nutrition";journal;"15502783";"Taylor and Francis Ltd.";Yes;No;1,074;Q2;79;59;137;3372;603;133;4,48;57,15;29,93;7;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2007-2026";"Food Science (Q1); Nutrition and Dietetics (Q2); Sports Science (Q2)";"Agricultural and Biological Sciences; Health Professions; Nursing"
39;40900;"International Journal of Sport Nutrition and Exercise Metabolism";journal;"1526484X, 15432742";"Human Kinetics Publishers Inc.";No;No;1,062;Q2;98;81;200;3622;583;195;2,40;44,72;40,06;11;United States;Northern America;"Human Kinetics Publishers Inc.";"1996-1998, 2000-2026";"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Nutrition and Dietetics (Q2); Sports Science (Q2)";"Health Professions; Medicine; Nursing"
40;19700187632;"Physical Education and Sport Pedagogy";journal;"17408989, 17425786";"Taylor and Francis Ltd.";No;No;1,030;Q2;65;45;127;2420;322;127;2,34;53,78;52,46;12;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2010-2026";"Education (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q2)";"Health Professions; Medicine; Social Sciences"
41;23483;"Knee";journal;"18735800, 09680160";"Elsevier B.V.";No;No;1,028;Q2;102;173;538;5562;1127;505;1,86;32,15;20,43;9;Netherlands;Western Europe;"Elsevier B.V.";"1994-2026";"Orthopedics and Sports Medicine (Q1); Sports Science (Q2)";"Health Professions; Medicine"
42;12272;"Journal of Rehabilitation Medicine";journal;"16512081, 16501977";"Medical Journals Sweden AB";Yes;No;1,013;Q2;121;123;364;4300;825;350;2,03;34,96;44,42;40;Sweden;Western Europe;"Medical Journals Sweden AB";"2001-2026";"Medicine (miscellaneous) (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1); Sports Science (Q2)";"Health Professions; Medicine"
43;19818;"Clinical Journal of Sport Medicine";journal;"15363724, 1050642X";"Lippincott Williams and Wilkins";No;No;0,992;Q2;125;85;279;2847;720;262;2,59;33,49;34,75;0;United States;Northern America;"Lippincott Williams and Wilkins";"1993-2026";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q2)";"Health Professions; Medicine"
44;21170;"Clinical Biomechanics";journal;"18791271, 02680033";"Elsevier Ltd";No;No;0,982;Q2;157;197;537;7457;1317;531;2,13;37,85;29,05;12;United Kingdom;Western Europe;"Elsevier Ltd";"1986-2026";"Orthopedics and Sports Medicine (Q1); Biophysics (Q2); Sports Science (Q2)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
45;20934;"Sport, Education and Society";journal;"14701243, 13573322";"Routledge";No;No;0,977;Q2;90;71;193;3656;482;189;2,07;51,49;60,45;20;United Kingdom;Western Europe;"Routledge";"1996-2026";"Education (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q2)";"Health Professions; Medicine; Social Sciences"
46;4000152113;"Journal of Sports Science and Medicine";journal;"13032968";"Journal of Sport Science and Medicine";Yes;No;0,949;Q2;93;83;259;3343;651;246;2,03;40,28;26,90;0;Turkey;Middle East;"Journal of Sport Science and Medicine";"2002-2026";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q2)";"Health Professions; Medicine"
47;19816;"Biology of Sport";journal;"0860021X, 20831862";"Institute of Sport";Yes;No;0,941;Q2;57;47;161;1787;404;158;2,32;38,02;29,03;2;Poland;Eastern Europe;"Institute of Sport";"1996-2026";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Physiology (medical) (Q2); Sports Science (Q2)";"Health Professions; Medicine"
48;29442;"Quest";journal;"15432750, 00336297";"Taylor and Francis Ltd.";No;No;0,931;Q2;72;29;105;1760;274;102;2,33;60,69;46,67;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1963-2026";"Education (Q1); Sports Science (Q2)";"Health Professions; Social Sciences"
49;19916;"Research in Sports Medicine";journal;"15438635, 15438627";"Taylor and Francis Ltd.";No;No;0,908;Q2;54;56;115;1983;305;113;2,64;35,41;26,73;5;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2003-2026";"Medicine (miscellaneous) (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Orthopedics and Sports Medicine (Q2); Sports Science (Q2)";"Health Professions; Medicine"
50;19870;"Journal of Applied Sport Psychology";journal;"10413200, 15331571";"Taylor and Francis Ltd.";No;No;0,906;Q2;99;29;96;1422;246;95;2,52;49,03;29,17;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1989-2026";"Applied Psychology (Q2); Sports Science (Q2)";"Health Professions; Psychology"
51;19819;"Clinics in Sports Medicine";journal;"1556228X, 02785919";"W.B. Saunders";No;No;0,905;Q2;100;60;175;2447;374;139;2,22;40,78;20,33;1;United States;Northern America;"W.B. Saunders";"1982-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Orthopedics and Sports Medicine (Q2); Sports Science (Q2)";"Health Professions; Medicine"
52;21076;"Sports Biomechanics";journal;"17526116, 14763141";"Taylor and Francis Ltd.";No;No;0,882;Q2;61;43;120;1311;250;120;1,89;30,49;25,00;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2002-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Orthopedics and Sports Medicine (Q2); Sports Science (Q2)";"Health Professions; Medicine"
53;5800228211;"European Physical Education Review";journal;"1356336X, 17412749";"SAGE Publications Ltd";No;No;0,862;Q2;63;29;98;1730;241;97;1,90;59,66;51,76;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1995-2026";"Education (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Orthopedics and Sports Medicine (Q2); Sports Science (Q2)";"Health Professions; Medicine; Social Sciences"
54;29191;"Journal of Aging and Physical Activity";journal;"10638652, 1543267X";"Human Kinetics Publishers Inc.";No;No;0,841;Q2;76;79;238;3680;553;236;1,98;46,58;51,74;8;United States;Northern America;"Human Kinetics Publishers Inc.";"1994, 1996-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1); Geriatrics and Gerontology (Q2); Gerontology (Q2); Sports Science (Q2)";"Health Professions; Medicine; Nursing"
55;19912;"Physical Therapy in Sport";journal;"1466853X, 18731600";"Churchill Livingstone";No;No;0,826;Q2;72;129;210;5529;485;201;2,06;42,86;35,01;5;United States;Northern America;"Churchill Livingstone";"2000-2026";"Medicine (miscellaneous) (Q2); Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q2)";"Health Professions; Medicine"
56;14018;"Human Movement Science";journal;"01679457, 18727646";"Elsevier B.V.";No;No;0,824;Q2;114;182;436;8219;1087;430;2,12;45,16;30,89;9;Netherlands;Western Europe;"Elsevier B.V.";"1982-2026";"Biophysics (Q2); Experimental and Cognitive Psychology (Q2); Medicine (miscellaneous) (Q2); Orthopedics and Sports Medicine (Q2); Sports Science (Q2)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine; Psychology"
57;15281;"Sport Psychologist";journal;"15432793, 08884781";"Human Kinetics Publishers Inc.";No;No;0,819;Q2;88;34;98;1616;207;98;1,69;47,53;34,07;0;United States;Northern America;"Human Kinetics Publishers Inc.";"1989, 1991-1992, 1996-2026";"Applied Psychology (Q2); Sports Science (Q2)";"Health Professions; Psychology"
58;14897;"Journal of Electromyography and Kinesiology";journal;"18735711, 10506411";"Elsevier Ltd";No;No;0,815;Q2;123;135;354;5331;767;350;1,84;39,49;39,27;4;United Kingdom;Western Europe;"Elsevier Ltd";"1991-2026";"Biophysics (Q2); Neurology (clinical) (Q2); Sports Science (Q2); Neuroscience (miscellaneous) (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine; Neuroscience"
59;29204;"Measurement in Physical Education and Exercise Science";journal;"15327841, 1091367X";"Routledge";No;No;0,810;Q2;51;37;71;1473;147;67;1,80;39,81;26,11;0;United States;Northern America;"Routledge";"1999-2026";"Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q2)";"Health Professions; Medicine"
60;21100199724;"Qualitative Research in Sport, Exercise and Health";journal;"21596778, 2159676X";"Taylor and Francis Ltd.";No;No;0,797;Q2;57;42;124;2836;236;122;1,89;67,52;54,29;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2011-2026";"Health (social science) (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Social Psychology (Q2); Sports Science (Q2)";"Health Professions; Psychology; Social Sciences"
61;19915;"Physician and Sportsmedicine";journal;"23263660, 00913847";"Taylor and Francis Ltd.";No;No;0,794;Q2;63;70;196;2642;409;186;1,99;37,74;24,27;8;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1978-2005, 2008-2026";"Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q2)";"Health Professions; Medicine"
62;15724;"Pediatric Exercise Science";journal;"15432920, 08998493";"Human Kinetics Publishers Inc.";No;No;0,791;Q2;78;73;222;2521;340;153;1,51;34,53;35,53;5;United States;Northern America;"Human Kinetics Publishers Inc.";"1989-1990, 1992, 1996-2026";"Orthopedics and Sports Medicine (Q2); Pediatrics, Perinatology and Child Health (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q2)";"Health Professions; Medicine"
63;16263;"American Journal of Physical Medicine and Rehabilitation";journal;"15377385, 08949115";"Lippincott Williams and Wilkins Ltd.";No;No;0,745;Q2;126;203;617;4708;1060;495;1,59;23,19;42,30;0;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1987-2026";"Rehabilitation (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q2)";"Health Professions; Medicine"
64;29803;"Research Quarterly for Exercise and Sport";journal;"02701367, 21683824";"Taylor and Francis Ltd.";No;No;0,742;Q3;111;59;174;1693;360;153;1,72;28,69;37,50;5;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1980-2026";"Medicine (miscellaneous) (Q2); Nephrology (Q2); Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions; Medicine"
65;21472;"Journal of Teaching in Physical Education";journal;"02735024, 15432769";"Human Kinetics Publishers Inc.";No;No;0,708;Q3;76;51;126;2219;231;118;1,82;43,51;39,60;3;United States;Northern America;"Human Kinetics Publishers Inc.";"1986, 1992-1993, 1996-2026";"Education (Q1); Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions; Medicine; Social Sciences"
66;18142;"Sociology of Sport Journal";journal;"15432785, 07411235";"Human Kinetics Publishers Inc.";No;No;0,667;Q3;74;39;81;2465;121;80;1,68;63,21;54,29;3;United States;Northern America;"Human Kinetics Publishers Inc.";"1986, 1995-2026";"Sociology and Political Science (Q1); Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions; Medicine; Social Sciences"
67;13073;"Sports Medicine and Arthroscopy Review";journal;"10628592, 15381951";"Lippincott Williams and Wilkins Ltd.";No;No;0,657;Q3;67;41;124;2179;195;112;1,29;53,15;19,23;0;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1993-2026";"Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions; Medicine"
68;11800154592;"Journal of Sports Economics";journal;"15270025, 15527794";"SAGE Publications Ltd";No;No;0,651;Q3;63;48;130;1408;186;128;1,38;29,33;12,90;14;United Kingdom;Western Europe;"SAGE Publications Ltd";"2000-2026";"Economics, Econometrics and Finance (miscellaneous) (Q1); Sports Science (Q3)";"Economics, Econometrics and Finance; Health Professions"
69;21100237613;"International Journal of Performance Analysis in Sport";journal;"14748185";"Taylor and Francis Ltd.";No;No;0,646;Q3;58;79;265;2854;450;259;1,47;36,13;19,12;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2011-2026";"Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions; Medicine"
70;15000154801;"Journal of Human Kinetics";journal;"16405544, 18997562";"Termedia Publishing House Ltd.";Yes;No;0,644;Q3;66;115;376;3884;662;366;1,49;33,77;22,98;2;Poland;Eastern Europe;"Termedia Publishing House Ltd.";"2008-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Physiology (medical) (Q3); Sports Science (Q3)";"Health Professions; Medicine"
