Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2021);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
70;19700180783;"International Journal of Sports Science and Coaching";journal;"2048397X, 17479541";"SAGE Publications Inc.";No;No;0,631;Q3;54;127;293;5976;716;280;2,30;47,06;27,93;2;United Kingdom;Western Europe;"SAGE Publications Inc.";"2009-2026";"Social Sciences (miscellaneous) (Q1); Sports Science (Q3)";"Health Professions; Social Sciences"
71;14897;"Journal of Electromyography and Kinesiology";journal;"18735711, 10506411";"Elsevier Ltd";No;No;0,630;Q3;123;76;309;2980;792;304;2,48;39,21;29,81;0;United Kingdom;Western Europe;"Elsevier Ltd";"1991-2026";"Biophysics (Q2); Neurology (clinical) (Q2); Neuroscience (miscellaneous) (Q3); Sports Science (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine; Neuroscience"
72;19915;"Physician and Sportsmedicine";journal;"23263660, 00913847";"Taylor and Francis Ltd.";No;No;0,599;Q3;63;59;218;2235;544;207;2,42;37,88;25,99;4;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1978-2005, 2008-2026";"Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions; Medicine"
73;30091;"Journal of Sport and Exercise Psychology";journal;"08952779, 15432904";"Human Kinetics Publishers Inc.";No;No;0,589;Q3;129;43;109;2266;272;108;1,84;52,70;35,93;0;United States;Northern America;"Human Kinetics Publishers Inc.";"1988-1991, 1996-2026";"Applied Psychology (Q2); Sports Science (Q3)";"Health Professions; Psychology"
74;23446;"Journal of Applied Biomechanics";journal;"15432688, 10658483";"Human Kinetics Publishers Inc.";No;No;0,585;Q3;76;93;186;3209;340;179;1,14;34,51;30,84;1;United States;Northern America;"Human Kinetics Publishers Inc.";"1995-2026";"Rehabilitation (Q1); Biophysics (Q2); Orthopedics and Sports Medicine (Q2); Sports Science (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
75;15800154701;"PM&amp;R";journal;"19341482, 19341563";"John Wiley and Sons Inc";No;No;0,581;Q3;97;182;567;5194;1288;484;2,07;28,54;44,15;20;United States;Northern America;"John Wiley and Sons Inc";"2009-2026";"Rehabilitation (Q1); Medicine (miscellaneous) (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Neurology (Q3); Neurology (clinical) (Q3); Sports Science (Q3)";"Health Professions; Medicine; Neuroscience"
76;21170;"Clinical Biomechanics";journal;"18791271, 02680033";"Elsevier Ltd";No;No;0,559;Q3;157;203;737;8365;1689;725;2,13;41,21;30,29;4;United Kingdom;Western Europe;"Elsevier Ltd";"1986-2026";"Biophysics (Q2); Orthopedics and Sports Medicine (Q2); Sports Science (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
77;19200157038;"International Journal of Sports Marketing and Sponsorship";journal;"14646668";"Emerald Group Publishing Ltd.";No;No;0,552;Q3;42;33;114;2603;290;113;2,40;78,88;33,70;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2001, 2007-2026";"Business and International Management (Q2); Finance (Q2); Marketing (Q2); Sports Science (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Health Professions"
78;12100156093;"Sport, Ethics and Philosophy";journal;"17511321, 1751133X";"Routledge";No;No;0,532;Q3;30;34;114;1300;127;102;1,19;38,24;11,90;2;United Kingdom;Western Europe;"Routledge";"2007-2026";"Philosophy (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Arts and Humanities; Health Professions"
79;19835;"Current Sports Medicine Reports";journal;"15378918, 1537890X";"Lippincott Williams and Wilkins";No;No;0,528;Q3;73;128;329;4146;635;268;1,81;32,39;33,60;0;United States;Northern America;"Lippincott Williams and Wilkins";"2002-2026";"Medicine (miscellaneous) (Q2); Orthopedics and Sports Medicine (Q2); Public Health, Environmental and Occupational Health (Q2); Sports Science (Q3)";"Health Professions; Medicine"
80;19876;"Journal of Sport Rehabilitation";journal;"15433072, 10566716";"Human Kinetics Publishers Inc.";No;No;0,527;Q3;70;183;426;5766;875;419;1,92;31,51;36,40;2;United States;Northern America;"Human Kinetics Publishers Inc.";"1992-2026";"Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Rehabilitation (Q2); Biophysics (Q3); Sports Science (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
81;19819;"Clinics in Sports Medicine";journal;"1556228X, 02785919";"W.B. Saunders";No;No;0,519;Q3;100;65;181;3012;377;146;2,29;46,34;30,61;3;United States;Northern America;"W.B. Saunders";"1982-2026";"Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions; Medicine"
82;29191;"Journal of Aging and Physical Activity";journal;"10638652, 1543267X";"Human Kinetics Publishers Inc.";No;No;0,506;Q3;76;108;291;5854;595;288;1,84;54,20;49,91;1;United States;Northern America;"Human Kinetics Publishers Inc.";"1994, 1996-2026";"Gerontology (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Rehabilitation (Q2); Geriatrics and Gerontology (Q3); Sports Science (Q3)";"Health Professions; Medicine; Nursing"
83;19887;"Journal of Sports Medicine and Physical Fitness";journal;"18271928, 00224707";"Edizioni Minerva Medica S.p.A.";No;No;0,490;Q3;80;223;763;8230;1373;720;1,68;36,91;29,61;0;Italy;Western Europe;"Edizioni Minerva Medica S.p.A.";"1962-2026";"Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions; Medicine"
84;19300156920;"International Journal of Sport Finance";journal;"15586235, 1930076X";"SAGE Publications Ltd";No;No;0,448;Q3;35;12;52;568;45;52;0,91;47,33;19,23;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"2008-2024";"Business and International Management (Q2); Finance (Q2); Marketing (Q3); Sports Science (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Health Professions"
85;19400158604;"Kinesiology";journal;"13311441, 1848638X";"University of Zagreb - Faculty of Kinesiology";Yes;Yes;0,445;Q3;36;34;120;1255;183;119;1,10;36,91;21,71;1;Croatia;Eastern Europe;"University of Zagreb - Faculty of Kinesiology";"2008-2025";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions"
86;4700151608;"Journal of the Philosophy of Sport";journal;"00948705, 15432939";"Routledge";No;No;0,443;Q3;38;32;75;848;73;75;0,86;26,50;22,86;2;United Kingdom;Western Europe;"Routledge";"1974-1993, 1995-2026";"Health (social science) (Q2); Social Sciences (miscellaneous) (Q2); Sports Science (Q3)";"Health Professions; Social Sciences"
87;17400154821;"Sports Engineering";journal;"14602687, 13697072";"Springer Nature";No;No;0,441;Q3;32;26;93;878;159;90;1,64;33,77;19,78;1;United States;Northern America;"Springer Nature";"2009-2026";"Mechanical Engineering (Q2); Mechanics of Materials (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Biomedical Engineering (Q3); Modeling and Simulation (Q3); Orthopedics and Sports Medicine (Q3); Sports Science (Q3)";"Engineering; Health Professions; Mathematics; Medicine"
88;1200147101;"Sport in Society";journal;"17430445, 17430437";"Routledge";No;No;0,432;Q3;60;137;413;7999;668;387;1,54;58,39;29,18;9;United Kingdom;Western Europe;"Routledge";"2005-2026";"Cultural Studies (Q1); Sports Science (Q3)";"Health Professions; Social Sciences"
89;15281;"Sport Psychologist";journal;"15432793, 08884781";"Human Kinetics Publishers Inc.";No;No;0,413;Q3;88;31;97;1686;150;96;1,37;54,39;33,33;0;United States;Northern America;"Human Kinetics Publishers Inc.";"1989, 1991-1992, 1996-2026";"Applied Psychology (Q3); Sports Science (Q3)";"Health Professions; Psychology"
90;20901;"Wilderness and Environmental Medicine";journal;"10806032, 15451534";"SAGE Publications Inc.";No;No;0,399;Q3;60;108;293;2100;412;228;1,28;19,44;25,87;8;United States;Northern America;"SAGE Publications Inc.";"1995-2026";"Emergency Medicine (Q2); Public Health, Environmental and Occupational Health (Q3); Sports Science (Q3)";"Health Professions; Medicine"
91;19900191849;"Journal of Physical Education and Sport";journal;"22478051, 2247806X";"Editura Universitatii din Pitesti";Yes;No;0,393;Q3;43;488;1241;17231;1865;1241;1,58;35,31;41,60;2;Romania;Eastern Europe;"Editura Universitatii din Pitesti";"2011-2025";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions"
92;30014;"Journal of Motor Behavior";journal;"00222895, 19401027";"Routledge";No;No;0,373;Q3;85;60;209;3066;303;207;1,32;51,10;34,08;1;United States;Northern America;"Routledge";"1969-2026";"Biophysics (Q3); Experimental and Cognitive Psychology (Q3); Orthopedics and Sports Medicine (Q3); Sports Science (Q3); Cognitive Neuroscience (Q4)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine; Neuroscience; Psychology"
93;19530;"Sportverletzung-Sportschaden";journal;"14391236, 09320555";"Georg Thieme Verlag";No;No;0,344;Q3;26;89;233;754;92;68;0,22;8,47;24,42;1;Germany;Western Europe;"Georg Thieme Verlag";"1987-2026";"Medicine (miscellaneous) (Q3); Orthopedics and Sports Medicine (Q3); Sports Science (Q3)";"Health Professions; Medicine"
94;16868;"Motor Control";journal;"10871640, 15432696";"Human Kinetics Publishers Inc.";No;No;0,335;Q4;55;41;104;1879;144;104;1,49;45,83;29,65;0;United States;Northern America;"Human Kinetics Publishers Inc.";"1987, 1997-2026";"Neurology (clinical) (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Physiology (medical) (Q3); Sports Science (Q4)";"Health Professions; Medicine"
95;19700201540;"RICYDE: Revista Internacional de Ciencias del Deporte";journal;"18853137";"Revista Internacional de Ciencias del Deporte";Yes;Yes;0,330;Q4;27;22;91;1063;122;90;1,37;48,32;34,62;0;Spain;Western Europe;"Revista Internacional de Ciencias del Deporte";"2010-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions"
96;4900152601;"Sport Sciences for Health";journal;"18247490, 18251234";"Springer-Verlag Italia s.r.l.";No;No;0,330;Q4;31;108;261;4706;332;258;1,41;43,57;33,68;3;Italy;Western Europe;"Springer-Verlag Italia s.r.l.";"2004-2026";"Orthopedics and Sports Medicine (Q3); Sports Science (Q4)";"Health Professions; Medicine"
97;21100200826;"Journal of Human Sport and Exercise";journal;"19885202";"Asociacion Espanola de Analisis del Rendimiento Deportivo";Yes;No;0,324;Q4;39;295;621;9380;813;615;1,28;31,80;38,00;1;Spain;Western Europe;"Asociacion Espanola de Analisis del Rendimiento Deportivo";"2010-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions"
98;27566;"ACSM's Health and Fitness Journal";journal;"1536593X, 10915397";"Lippincott Williams and Wilkins Ltd.";No;No;0,307;Q4;36;79;228;986;180;167;0,74;12,48;42,62;0;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1998-2025";"Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Public Health, Environmental and Occupational Health (Q3); Sports Science (Q4)";"Health Professions; Medicine"
99;19400157209;"Revista Internacional de Medicina y Ciencias de la Actividad Fisica y del Deporte (discontinued)";journal;"15770354";"Universidad Autonoma de Madrid y CV Ciencias del Deporte";Yes;No;0,298;Q4;30;54;142;2086;182;142;1,14;38,63;28,88;0;Spain;Western Europe;"Universidad Autonoma de Madrid y CV Ciencias del Deporte";"2008-2025";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions"
100;19838;"Deutsche Zeitschrift fur Sportmedizin";journal;"03445925, 25105264";"Dynamic Media Sales Verlag";Yes;Yes;0,295;Q4;25;42;145;1387;144;98;1,14;33,02;37,50;0;Germany;Western Europe;"Dynamic Media Sales Verlag";"1996-2025";"Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions; Medicine"
101;19700183042;"Archives of Budo";journal;"16438698";"Archives of Budo Bartlomiej Barczynski";Yes;No;0,290;Q4;30;31;104;1293;137;104;1,36;41,71;31,71;0;Poland;Eastern Europe;"Archives of Budo Bartlomiej Barczynski";"2009-2025";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions"
102;17700156017;"Revista de Psicologia del Deporte (discontinued)";journal;"19885636, 1132239X";"Sociedad Revista de Psicologia del Deporte";Yes;No;0,276;Q4;38;98;176;3514;236;170;1,34;35,86;35,19;0;Spain;Western Europe;"Sociedad Revista de Psicologia del Deporte";"2008-2025";"Applied Psychology (Q3); Sports Science (Q4)";"Health Professions; Psychology"
103;4700153009;"International Journal of Sport Management and Marketing";journal;"14758962, 17402808";"Inderscience Enterprises Ltd";No;No;0,261;Q4;36;20;73;1339;56;73;0,60;66,95;28,26;0;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005-2025";"Business and International Management (Q3); Marketing (Q3); Strategy and Management (Q3); Management Science and Operations Research (Q4); Sports Science (Q4)";"Business, Management and Accounting; Decision Sciences; Health Professions"
104;20349;"Science and Sports";journal;"17784131, 07651597";"Elsevier Masson s.r.l.";No;No;0,259;Q4;35;107;267;3438;254;231;0,91;32,13;31,68;1;France;Western Europe;"Elsevier Masson s.r.l.";"1986-2026";"Orthopedics and Sports Medicine (Q3); Sports Science (Q4)";"Health Professions; Medicine"
105;19400157269;"Proceedings of the Institution of Mechanical Engineers, Part P: Journal of Sports Engineering and Technology";journal;"1754338X, 17543371";"SAGE Publications Ltd";No;No;0,251;Q4;29;39;128;1242;143;127;1,09;31,85;10,26;1;United Kingdom;Western Europe;"SAGE Publications Ltd";"2008-2026";"Engineering (miscellaneous) (Q3); Sports Science (Q4)";"Engineering; Health Professions"
106;17500155123;"Journal of Imagery Research in Sport and Physical Activity";journal;"19320191";"Walter de Gruyter GmbH";No;No;0,239;Q4;17;3;16;162;8;16;0,43;54,00;0,00;0;Germany;Western Europe;"Walter de Gruyter GmbH";"2009-2025";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Applied Psychology (Q4); Sports Science (Q4)";"Health Professions; Psychology"
107;19900192605;"Asian Journal of Sports Medicine";journal;"20087209, 2008000X";"Brieflands";Yes;No;0,238;Q4;41;37;114;1138;137;105;1,35;30,76;32,04;0;Netherlands;Western Europe;"Brieflands";"2010-2025";"Orthopedics and Sports Medicine (Q3); Sports Science (Q4)";"Health Professions; Medicine"
108;21100204113;"Revista Iberoamericana de Psicologia del Ejercicio y el Deporte (discontinued)";journal;"23407700, 18868576";"Asociacion Canaria de Psicologia del Deporte";Yes;No;0,234;Q4;23;36;92;804;69;88;0,45;22,33;19,79;0;Spain;Western Europe;"Asociacion Canaria de Psicologia del Deporte";"2012-2024";"Applied Psychology (Q4); Social Psychology (Q4); Sports Science (Q4)";"Health Professions; Psychology"
109;17048;"Physikalische Medizin Rehabilitationsmedizin Kurortmedizin";journal;"1439085X, 09406689";"Georg Thieme Verlag";Yes;No;0,232;Q4;20;66;157;1668;86;121;0,49;25,27;35,76;1;Germany;Western Europe;"Georg Thieme Verlag";"1991-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Rehabilitation (Q3); Sports Science (Q4)";"Health Professions; Medicine"
110;19917;"Revista Brasileira de Medicina do Esporte (discontinued)";journal;"15178692";"Redprint Editora Ltda";Yes;No;0,220;Q4;35;222;275;3132;229;272;0,68;14,11;34,16;0;Brazil;Latin America;"Redprint Editora Ltda";"2003-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Orthopedics and Sports Medicine (Q4); Sports Science (Q4)";"Health Professions; Medicine"
111;19900191750;"Motriz. Revista de Educacao Fisica";journal;"14159805, 19806574";"Universidade Estadual Paulista (UNESP)";Yes;Yes;0,217;Q4;25;74;210;2437;147;210;0,63;32,93;33,04;0;Brazil;Latin America;"Universidade Estadual Paulista (UNESP)";"2010-2025";"Health (social science) (Q3); Medicine (miscellaneous) (Q4); Sports Science (Q4)";"Health Professions; Medicine; Social Sciences"
112;21100199851;"International Journal of Athletic Therapy and Training";journal;"21577277, 21577285";"Human Kinetics Publishers Inc.";No;No;0,213;Q4;22;55;138;1460;57;128;0,34;26,55;45,28;1;United States;Northern America;"Human Kinetics Publishers Inc.";"2012-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Rehabilitation (Q3); Orthopedics and Sports Medicine (Q4); Sports Science (Q4)";"Health Professions; Medicine"
113;19867;"Isokinetics and Exercise Science";journal;"18785913, 09593020";"SAGE Publications Ltd";No;No;0,204;Q4;36;50;123;1780;96;122;0,73;35,60;22,37;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1991-1998, 2000-2025";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Biophysics (Q4); Orthopedics and Sports Medicine (Q4); Sports Science (Q4)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
114;13600154749;"South African Journal for Research in Sport, Physical Education and Recreation";journal;"29602386, 03799069";"North-West Unversity";No;No;0,192;Q4;21;20;95;894;57;95;0,43;44,70;36,36;0;South Africa;Africa;"North-West Unversity";"2008-2025";"Education (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Social Sciences"
115;19600162207;"Cultura, Ciencia y Deporte";journal;"16965043";"Universidad Catolica San Antonio Murcia";Yes;Yes;0,184;Q4;21;62;110;2965;83;99;0,81;47,82;29,87;0;Spain;Western Europe;"Universidad Catolica San Antonio Murcia";"2009-2025";"Health (social science) (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Social Sciences"
116;19892;"Medicina dello Sport";journal;"00257826, 18271863";"Edizioni Minerva Medica";No;No;0,178;Q4;18;64;183;2015;115;183;0,71;31,48;31,27;0;Italy;Western Europe;"Edizioni Minerva Medica";"1965, 1973-1982, 1996-2024";"Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Medicine"
117;35404;"Operative Techniques in Sports Medicine";journal;"15579794, 10601872";"W.B. Saunders";No;No;0,165;Q4;39;35;121;1778;52;111;0,29;50,80;15,12;0;United States;Northern America;"W.B. Saunders";"1993-2025";"Orthopedics and Sports Medicine (Q4); Sports Science (Q4); Surgery (Q4)";"Health Professions; Medicine"
118;19812;"Archivos de Medicina del Deporte";journal;"02128799";"Archivos de Medicina del Deporte";No;No;0,164;Q4;16;49;142;1687;46;125;0,35;34,43;27,36;0;Spain;Western Europe;"Archivos de Medicina del Deporte";"1997-2025";"Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Medicine"
119;15341;"International Journal of the History of Sport";journal;"09523367, 17439035";"Routledge";No;No;0,162;Q4;33;116;272;103;123;251;0,38;0,89;21,25;2;United Kingdom;Western Europe;"Routledge";"1984-1995, 2000-2002, 2010-2026";"History (Q2); Social Sciences (miscellaneous) (Q3); Sports Science (Q4)";"Arts and Humanities; Health Professions; Social Sciences"
120;19300156914;"Revista Andaluza de Medicina del Deporte";journal;"21725063, 18887546";"Centro Andaluz de Medicina del Deporte";Yes;Yes;0,155;Q4;21;40;168;988;59;162;0,25;24,70;33,03;1;Spain;Western Europe;"Centro Andaluz de Medicina del Deporte";"2008-2025";"Orthopedics and Sports Medicine (Q4); Physiology (medical) (Q4); Sports Science (Q4)";"Health Professions; Medicine"
121;21075;"Journal of Sport History";journal;"00941700, 21558450";"North American Society for Sport History";No;No;0,142;Q4;17;24;60;1664;49;60;0,86;69,33;42,42;0;United States;Northern America;"North American Society for Sport History";"1977-1979, 1981-1984, 1987, 1989, 1999-2002, 2010-2025";"Cultural Studies (Q2); History (Q2); Sports Science (Q4)";"Arts and Humanities; Health Professions; Social Sciences"
122;19868;"Journal de Traumatologie du Sport";journal;"17730465, 0762915X";"Elsevier Masson s.r.l.";No;No;0,116;Q4;11;30;102;718;11;90;0,14;23,93;16,33;0;France;Western Europe;"Elsevier Masson s.r.l.";"2003-2026";"Orthopedics and Sports Medicine (Q4); Rehabilitation (Q4); Sports Science (Q4); Surgery (Q4)";"Health Professions; Medicine"
123;19900192008;"Sport History Review";journal;"10871659, 15432947";"Human Kinetics Publishers Inc.";No;No;0,116;Q4;10;17;38;734;8;38;0,21;43,18;14,81;0;United States;Northern America;"Human Kinetics Publishers Inc.";"1999, 2002, 2009-2025";"History (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Arts and Humanities; Health Professions"
124;28781;"Japanese Journal of Physical Fitness and Sports Medicine";journal;"0039906X";"Japanese Society of Physical Fitness and Sports Medicine";No;No;0,106;Q4;14;37;170;1144;17;150;0,12;30,92;24,22;0;Japan;Asiatic Region;"Japanese Society of Physical Fitness and Sports Medicine";"1956, 1958-2026";"Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Medicine"
125;21101079123;"Pamukkale Journal of Sport Sciences";journal;"13090356";"Pamukkale University";Yes;Yes;;-;4;8;15;366;6;15;0,40;45,75;35,29;0;Turkey;Middle East;"Pamukkale University";"2019-2025";"Education; Orthopedics and Sports Medicine; Physical Therapy, Sports Therapy and Rehabilitation";"Health Professions; Medicine; Social Sciences"
