Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2021);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
19;19890;"Knee Surgery, Sports Traumatology, Arthroscopy";journal;"09422056, 14337347";"John Wiley and Sons Inc";No;No;1,476;Q1;167;491;1451;17009;6999;1385;4,52;34,64;17,70;17;Germany;Western Europe;"John Wiley and Sons Inc";"1993-2026";"Orthopedics and Sports Medicine (Q1); Sports Science (Q1); Surgery (Q1)";"Health Professions; Medicine"
20;19889;"Journal of Strength and Conditioning Research";journal;"10648011, 15334287";"NSCA National Strength and Conditioning Association";Yes;No;1,474;Q1;185;519;1274;18186;4827;1248;3,67;35,04;24,13;1;United States;Northern America;"NSCA National Strength and Conditioning Association";"1987-2026";"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine"
21;40900;"International Journal of Sport Nutrition and Exercise Metabolism";journal;"1526484X, 15432742";"Human Kinetics Publishers Inc.";No;No;1,459;Q1;98;58;217;2356;1278;212;4,64;40,62;37,17;0;United States;Northern America;"Human Kinetics Publishers Inc.";"1996-1998, 2000-2026";"Medicine (miscellaneous) (Q1); Nutrition and Dietetics (Q1); Orthopedics and Sports Medicine (Q1); Sports Science (Q1)";"Health Professions; Medicine; Nursing"
22;19871;"Journal of Athletic Training";journal;"10626050, 1938162X";"National Athletic Trainers' Association Inc.";Yes;No;1,391;Q1;146;166;445;4722;1630;424;3,38;28,45;42,61;11;United States;Northern America;"National Athletic Trainers' Association Inc.";"1996-2026";"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine"
23;13068;"Spine";journal;"03622436, 15281159";"Wolters Kluwer Health";No;No;1,386;Q1;310;460;1427;12681;4631;1309;2,92;27,57;19,28;0;United States;Northern America;"Wolters Kluwer Health";"1976-2026";"Neurology (clinical) (Q1); Orthopedics and Sports Medicine (Q1); Sports Science (Q1)";"Health Professions; Medicine"
24;20346;"Scandinavian Journal of Medicine and Science in Sports";journal;"16000838, 09057188";"Blackwell Munksgaard";No;No;1,383;Q1;158;222;767;9392;3608;724;4,56;42,31;30,69;22;Denmark;Western Europe;"Blackwell Munksgaard";"1991-2026";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine"
25;14033;"Psychology of Sport and Exercise";journal;"14690292";"Elsevier B.V.";No;No;1,369;Q1;133;181;463;11431;2319;450;4,78;63,15;41,58;16;Netherlands;Western Europe;"Elsevier B.V.";"2000-2026";"Applied Psychology (Q1); Sports Science (Q1)";"Health Professions; Psychology"
26;21078;"Journal of Sport Management";journal;"1543270X, 08884773";"Human Kinetics Publishers Inc.";No;No;1,270;Q1;96;42;143;2701;419;136;2,53;64,31;30,36;0;United States;Northern America;"Human Kinetics Publishers Inc.";"1987, 1989, 1995-2026";"Decision Sciences (miscellaneous) (Q1); Organizational Behavior and Human Resource Management (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Business, Management and Accounting; Decision Sciences; Health Professions; Medicine"
27;19873;"Journal of Orthopaedic and Sports Physical Therapy";journal;"19381344, 01906011";"Movement Science Media";No;No;1,244;Q1;161;95;443;3711;1549;302;3,40;39,06;38,24;11;United States;Northern America;"Movement Science Media";"1979-2026";"Medicine (miscellaneous) (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine"
28;20934;"Sport, Education and Society";journal;"14701243, 13573322";"Routledge";No;No;1,211;Q1;90;70;227;3825;876;225;3,72;54,64;47,43;8;United Kingdom;Western Europe;"Routledge";"1996-2026";"Education (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine; Social Sciences"
29;5800207375;"European Journal of Sport Science";journal;"17461391, 15367290";"John Wiley and Sons Inc";Yes;No;1,182;Q1;94;150;464;5970;1985;463;3,81;39,80;26,33;8;United Kingdom;Western Europe;"John Wiley and Sons Inc";"2001-2026";"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine"
30;21100908538;"Science and Medicine in Football";journal;"24733938, 24734446";"Taylor and Francis Ltd.";No;No;1,180;-;40;51;159;1892;464;142;2,83;37,10;17,00;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2017-2026";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Tourism, Leisure and Hospitality Management (Q1)";"Business, Management and Accounting; Health Professions; Medicine"
31;29603;"Clinical Orthopaedics and Related Research";journal;"15281132, 0009921X";"";No;No;1,174;Q1;254;486;1424;9749;3245;990;2,10;20,06;24,80;0;United States;Northern America;"";"1963-2026";"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Sports Science (Q1); Surgery (Q1)";"Health Professions; Medicine"
32;21090;"Journal of Sports Sciences";journal;"1466447X, 02640414";"Routledge";No;No;1,162;Q1;181;319;1009;14266;3965;995;3,77;44,72;27,64;13;United Kingdom;Western Europe;"Routledge";"1983-2026";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q1)";"Health Professions; Medicine"
33;21472;"Journal of Teaching in Physical Education";journal;"02735024, 15432769";"Human Kinetics Publishers Inc.";No;No;1,145;Q2;76;74;146;3426;517;141;2,63;46,30;40,40;0;United States;Northern America;"Human Kinetics Publishers Inc.";"1986, 1992-1993, 1996-2026";"Education (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q2)";"Health Professions; Medicine; Social Sciences"
34;147231;"International Review for the Sociology of Sport";journal;"10126902, 14617218";"SAGE Publications Ltd";No;No;1,142;Q2;80;64;164;3753;573;163;3,09;58,64;44,27;5;United Kingdom;Western Europe;"SAGE Publications Ltd";"1966-2002, 2004-2026";"Social Sciences (miscellaneous) (Q1); Sociology and Political Science (Q1); Sports Science (Q2)";"Health Professions; Social Sciences"
35;29442;"Quest";journal;"15432750, 00336297";"Taylor and Francis Ltd.";No;No;1,138;Q2;72;24;97;1557;315;95;2,40;64,88;55,74;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1963-2026";"Education (Q1); Sports Science (Q2)";"Health Professions; Social Sciences"
36;19916;"Research in Sports Medicine";journal;"15438635, 15438627";"Taylor and Francis Ltd.";No;No;1,126;Q2;54;49;145;1603;575;142;4,25;32,71;26,32;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2003-2026";"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q2)";"Health Professions; Medicine"
37;5800228211;"European Physical Education Review";journal;"1356336X, 17412749";"SAGE Publications Ltd";No;No;1,115;Q2;63;57;161;3391;629;159;3,52;59,49;42,08;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1995-2026";"Education (Q1); Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q2)";"Health Professions; Medicine; Social Sciences"
38;19816;"Biology of Sport";journal;"0860021X, 20831862";"Institute of Sport";Yes;No;1,043;Q2;57;80;150;3162;618;150;4,59;39,53;23,57;1;Poland;Eastern Europe;"Institute of Sport";"1996-2026";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Physiology (medical) (Q2); Sports Science (Q2)";"Health Professions; Medicine"
39;29890;"Strength and Conditioning Journal";journal;"15334295, 15241602";"Lippincott Williams and Wilkins";No;No;1,038;Q2;68;66;234;3830;585;217;1,95;58,03;24,02;0;United States;Northern America;"Lippincott Williams and Wilkins";"1996-2025";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q2)";"Health Professions; Medicine"
40;11700154617;"Journal of the International Society of Sports Nutrition";journal;"15502783";"Taylor and Francis Ltd.";Yes;No;1,033;Q2;79;75;177;4280;1029;176;4,63;57,07;32,55;4;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2007-2026";"Food Science (Q1); Nutrition and Dietetics (Q1); Sports Science (Q2)";"Agricultural and Biological Sciences; Health Professions; Nursing"
41;16270;"Archives of Physical Medicine and Rehabilitation";journal;"1532821X, 00039993";"W.B. Saunders";No;No;1,024;Q2;235;314;874;11627;3330;762;3,55;37,03;54,08;71;United States;Northern America;"W.B. Saunders";"1945-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1); Sports Science (Q2)";"Health Professions; Medicine"
42;23454;"Journal of Applied Physiology";journal;"87507587, 15221601";"American Physiological Society";No;No;1,003;Q2;276;390;1191;19318;3810;1026;3,14;49,53;31,73;11;United States;Northern America;"American Physiological Society";"1948-1976, 1985-2026";"Medicine (miscellaneous) (Q1); Physiology (Q2); Physiology (medical) (Q2); Sports Science (Q2)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
43;12272;"Journal of Rehabilitation Medicine";journal;"16512081, 16501977";"Medical Journals Sweden AB";Yes;No;0,998;Q2;121;110;378;3840;1393;344;3,59;34,91;48,71;25;Sweden;Western Europe;"Medical Journals Sweden AB";"2001-2026";"Medicine (miscellaneous) (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1); Sports Science (Q2)";"Health Professions; Medicine"
44;19864;"International Journal of Sports Medicine";journal;"01724622, 14393964";"Georg Thieme Verlag";No;No;0,971;Q2;135;162;391;8412;1258;385;3,42;51,93;28,84;5;Germany;Western Europe;"Georg Thieme Verlag";"1980-2026";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q2)";"Health Professions; Medicine"
45;4000152113;"Journal of Sports Science and Medicine";journal;"13032968";"Journal of Sport Science and Medicine";Yes;No;0,951;Q2;93;90;269;3810;1095;257;4,09;42,33;28,84;0;Turkey;Middle East;"Journal of Sport Science and Medicine";"2002-2026";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q2)";"Health Professions; Medicine"
46;19818;"Clinical Journal of Sport Medicine";journal;"15363724, 1050642X";"Lippincott Williams and Wilkins";No;No;0,948;Q2;125;144;288;5024;967;272;3,19;34,89;33,90;0;United States;Northern America;"Lippincott Williams and Wilkins";"1993-2026";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q2)";"Health Professions; Medicine"
47;19700169885;"European Sport Management Quarterly";journal;"1746031X, 16184742";"Routledge";No;No;0,899;Q2;63;41;110;2434;417;107;3,66;59,37;24,78;10;United Kingdom;Western Europe;"Routledge";"2010-2026";"Strategy and Management (Q1); Tourism, Leisure and Hospitality Management (Q1); Sports Science (Q2)";"Business, Management and Accounting; Health Professions"
48;23402;"European Journal of Applied Physiology";journal;"14396319, 14396327";"Springer Science and Business Media Deutschland GmbH";No;No;0,892;Q2;176;297;743;15658;2433;709;3,21;52,72;29,88;7;Germany;Western Europe;"Springer Science and Business Media Deutschland GmbH";"1996, 2000-2026";"Medicine (miscellaneous) (Q1); Orthopedics and Sports Medicine (Q1); Public Health, Environmental and Occupational Health (Q1); Physiology (medical) (Q2); Sports Science (Q2)";"Health Professions; Medicine"
49;15600154711;"International Journal of Sport and Exercise Psychology";journal;"1557251X, 1612197X";"Taylor and Francis Ltd.";No;No;0,892;Q2;53;63;157;3282;658;149;3,94;52,10;37,86;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2026";"Social Psychology (Q1); Applied Psychology (Q2); Sports Science (Q2)";"Health Professions; Psychology"
50;18142;"Sociology of Sport Journal";journal;"15432785, 07411235";"Human Kinetics Publishers Inc.";No;No;0,863;Q2;74;43;105;2782;249;100;2,06;64,70;47,17;1;United States;Northern America;"Human Kinetics Publishers Inc.";"1986, 1995-2026";"Orthopedics and Sports Medicine (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sociology and Political Science (Q1); Sports Science (Q2)";"Health Professions; Medicine; Social Sciences"
51;19870;"Journal of Applied Sport Psychology";journal;"10413200, 15331571";"Taylor and Francis Ltd.";No;No;0,860;Q2;99;37;95;1843;335;88;3,33;49,81;41,82;4;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1989-2026";"Applied Psychology (Q2); Sports Science (Q2)";"Health Professions; Psychology"
52;19912;"Physical Therapy in Sport";journal;"1466853X, 18731600";"Churchill Livingstone";No;No;0,822;Q2;72;172;419;7746;1247;410;2,78;45,03;34,85;4;United States;Northern America;"Churchill Livingstone";"2000-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Medicine (miscellaneous) (Q2); Orthopedics and Sports Medicine (Q2); Sports Science (Q2)";"Health Professions; Medicine"
53;15000154801;"Journal of Human Kinetics";journal;"16405544, 18997562";"Termedia Publishing House Ltd.";Yes;No;0,816;Q2;66;119;363;4502;1108;363;2,98;37,83;20,96;0;Poland;Eastern Europe;"Termedia Publishing House Ltd.";"2008-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Physiology (medical) (Q2); Sports Science (Q2)";"Health Professions; Medicine"
54;21076;"Sports Biomechanics";journal;"17526116, 14763141";"Taylor and Francis Ltd.";No;No;0,783;Q2;61;79;160;2486;465;159;2,64;31,47;25,68;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2002-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Orthopedics and Sports Medicine (Q2); Sports Science (Q2)";"Health Professions; Medicine"
55;11800154592;"Journal of Sports Economics";journal;"15270025, 15527794";"SAGE Publications Ltd";No;No;0,778;Q2;63;39;132;1404;259;132;1,82;36,00;20,48;5;United Kingdom;Western Europe;"SAGE Publications Ltd";"2000-2026";"Economics, Econometrics and Finance (miscellaneous) (Q1); Sports Science (Q2)";"Economics, Econometrics and Finance; Health Professions"
56;3200147837;"Journal of Exercise Science and Fitness";journal;"1728869X";"Elsevier (Singapore) Pte Ltd";Yes;No;0,772;Q2;39;41;64;1596;228;63;3,55;38,93;35,38;1;Singapore;Asiatic Region;"Elsevier (Singapore) Pte Ltd";"2005-2026";"Pharmaceutical Science (Q1); Pharmacology (nursing) (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q1); Public Health, Environmental and Occupational Health (Q2); Sports Science (Q2)";"Health Professions; Medicine; Nursing; Pharmacology, Toxicology and Pharmaceutics"
57;16263;"American Journal of Physical Medicine and Rehabilitation";journal;"15377385, 08949115";"Lippincott Williams and Wilkins Ltd.";No;No;0,762;Q2;126;277;719;6659;1681;540;2,47;24,04;43,54;0;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1987-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Rehabilitation (Q1); Sports Science (Q2)";"Health Professions; Medicine"
58;4700151731;"Applied Physiology, Nutrition and Metabolism";journal;"17155320, 17155312";"Canadian Science Publishing";No;No;0,762;Q2;119;192;575;7954;1668;558;2,78;41,43;42,19;13;Canada;Northern America;"Canadian Science Publishing";"2006-2026";"Endocrinology, Diabetes and Metabolism (Q2); Medicine (miscellaneous) (Q2); Nutrition and Dietetics (Q2); Physiology (Q2); Physiology (medical) (Q2); Sports Science (Q2)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine; Nursing"
59;29204;"Measurement in Physical Education and Exercise Science";journal;"15327841, 1091367X";"Routledge";No;No;0,761;Q2;51;37;103;1528;229;101;2,15;41,30;36,51;0;United States;Northern America;"Routledge";"1999-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Orthopedics and Sports Medicine (Q2); Sports Science (Q2)";"Health Professions; Medicine"
60;15846;"Journal of Biomechanics";journal;"18732380, 00219290";"Elsevier Ltd";No;No;0,747;Q2;240;567;1457;21642;4319;1442;2,83;38,17;29,71;20;United Kingdom;Western Europe;"Elsevier Ltd";"1968-2026";"Rehabilitation (Q1); Biomedical Engineering (Q2); Biophysics (Q2); Orthopedics and Sports Medicine (Q2); Sports Science (Q2)";"Biochemistry, Genetics and Molecular Biology; Engineering; Health Professions; Medicine"
61;21595;"Adapted Physical Activity Quarterly";journal;"15432777, 07365829";"Human Kinetics Publishers Inc.";No;No;0,742;Q2;70;43;99;1643;250;96;2,27;38,21;54,42;2;United States;Northern America;"Human Kinetics Publishers Inc.";"1988-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q1); Sports Science (Q2)";"Health Professions"
62;23483;"Knee";journal;"18735800, 09680160";"Elsevier B.V.";No;No;0,728;Q2;102;267;630;8445;1582;585;2,35;31,63;16,14;8;Netherlands;Western Europe;"Elsevier B.V.";"1994-2026";"Orthopedics and Sports Medicine (Q2); Sports Science (Q2)";"Health Professions; Medicine"
63;21100237613;"International Journal of Performance Analysis in Sport";journal;"14748185";"Taylor and Francis Ltd.";No;No;0,708;Q2;58;87;245;3184;706;245;2,51;36,60;22,78;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2011-2026";"Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q2)";"Health Professions; Medicine"
64;14018;"Human Movement Science";journal;"01679457, 18727646";"Elsevier B.V.";No;No;0,702;Q3;114;121;473;6113;1312;469;2,44;50,52;40,85;1;Netherlands;Western Europe;"Elsevier B.V.";"1982-2026";"Biophysics (Q2); Experimental and Cognitive Psychology (Q2); Medicine (miscellaneous) (Q2); Orthopedics and Sports Medicine (Q2); Sports Science (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine; Psychology"
65;13921;"High Altitude Medicine and Biology";journal;"15578682, 15270297";"Mary Ann Liebert Inc.";No;No;0,695;Q3;67;59;202;1947;490;163;1,89;33,00;30,48;1;United States;Northern America;"Mary Ann Liebert Inc.";"2000-2026";"Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2); Physiology (Q3); Sports Science (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
66;13073;"Sports Medicine and Arthroscopy Review";journal;"10628592, 15381951";"Lippincott Williams and Wilkins Ltd.";No;No;0,695;Q3;67;38;110;1739;317;97;2,26;45,76;20,83;0;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1993-2026";"Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions; Medicine"
67;28025;"Gait and Posture";journal;"18792219, 09666362";"Elsevier B.V.";No;No;0,682;Q3;186;380;1458;12507;3769;1449;2,80;32,91;36,27;9;Netherlands;Western Europe;"Elsevier B.V.";"1993-2026";"Rehabilitation (Q1); Biophysics (Q2); Orthopedics and Sports Medicine (Q2); Sports Science (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
68;15724;"Pediatric Exercise Science";journal;"15432920, 08998493";"Human Kinetics Publishers Inc.";No;No;0,670;Q3;78;27;171;945;344;156;1,89;35,00;45,65;1;United States;Northern America;"Human Kinetics Publishers Inc.";"1989-1990, 1992, 1996-2026";"Orthopedics and Sports Medicine (Q2); Pediatrics, Perinatology and Child Health (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions; Medicine"
69;29803;"Research Quarterly for Exercise and Sport";journal;"02701367, 21683824";"Taylor and Francis Ltd.";No;No;0,665;Q3;111;69;223;3058;543;210;2,03;44,32;33,33;2;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1980-2026";"Medicine (miscellaneous) (Q2); Nephrology (Q2); Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions; Medicine"
