Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2017);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
70;3900148607;"Medicine and Sport Science";book series;"16622812, 02545020";"S. Karger AG";No;No;0,621;Q3;45;19;28;677;44;26;1,22;35,63;16,67;2;Switzerland;Western Europe;"S. Karger AG";"2005, 2007-2014, 2016-2017";"Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions; Medicine"
71;30014;"Journal of Motor Behavior";journal;"00222895, 19401027";"Routledge";No;No;0,617;Q3;85;73;172;3127;282;163;1,55;42,84;48,82;4;United States;Northern America;"Routledge";"1969-2026";"Biophysics (Q2); Orthopedics and Sports Medicine (Q2); Cognitive Neuroscience (Q3); Experimental and Cognitive Psychology (Q3); Sports Science (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine; Neuroscience; Psychology"
72;29204;"Measurement in Physical Education and Exercise Science";journal;"15327841, 1091367X";"Routledge";No;No;0,615;Q3;51;26;64;1017;107;62;1,78;39,12;39,13;0;United States;Northern America;"Routledge";"1999-2026";"Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions; Medicine"
73;19915;"Physician and Sportsmedicine";journal;"23263660, 00913847";"Taylor and Francis Ltd.";No;No;0,613;Q3;63;67;185;2511;328;178;1,64;37,48;25,67;9;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1978-2005, 2008-2026";"Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions; Medicine"
74;11800154592;"Journal of Sports Economics";journal;"15270025, 15527794";"SAGE Publications Ltd";No;No;0,608;Q3;63;43;120;1074;128;117;1,09;24,98;15,19;8;United Kingdom;Western Europe;"SAGE Publications Ltd";"2000-2026";"Economics, Econometrics and Finance (miscellaneous) (Q1); Sports Science (Q3)";"Economics, Econometrics and Finance; Health Professions"
75;29442;"Quest";journal;"15432750, 00336297";"Taylor and Francis Ltd.";No;No;0,605;Q3;72;34;106;2153;150;102;1,14;63,32;41,57;6;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"1963-2026";"Education (Q2); Sports Science (Q3)";"Health Professions; Social Sciences"
76;19300156920;"International Journal of Sport Finance";journal;"15586235, 1930076X";"SAGE Publications Ltd";No;No;0,574;Q3;35;22;66;625;79;60;1,11;28,41;9,30;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"2008-2024";"Business and International Management (Q1); Finance (Q2); Marketing (Q2); Sports Science (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Health Professions"
77;21100237613;"International Journal of Performance Analysis in Sport";journal;"14748185";"Taylor and Francis Ltd.";No;No;0,556;Q3;58;92;247;3180;527;239;1,91;34,57;15,81;4;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2011-2026";"Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions; Medicine"
78;15600154711;"International Journal of Sport and Exercise Psychology";journal;"1557251X, 1612197X";"Taylor and Francis Ltd.";No;No;0,527;Q3;53;38;88;1776;165;85;1,62;46,74;46,49;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2008-2026";"Social Psychology (Q2); Applied Psychology (Q3); Sports Science (Q3)";"Health Professions; Psychology"
79;15000154801;"Journal of Human Kinetics";journal;"16405544, 18997562";"Termedia Publishing House Ltd.";Yes;No;0,516;Q3;66;129;376;4138;564;367;1,32;32,08;23,51;4;Poland;Eastern Europe;"Termedia Publishing House Ltd.";"2008-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Physiology (medical) (Q3); Sports Science (Q3)";"Health Professions; Medicine"
80;19900192605;"Asian Journal of Sports Medicine";journal;"20087209, 2008000X";"Brieflands";Yes;No;0,506;Q3;41;47;153;1430;222;147;1,41;30,43;28,42;2;Netherlands;Western Europe;"Brieflands";"2010-2025";"Orthopedics and Sports Medicine (Q2); Sports Science (Q3)";"Health Professions; Medicine"
81;17400154821;"Sports Engineering";journal;"14602687, 13697072";"Springer Nature";No;No;0,493;Q3;32;31;76;898;98;73;1,24;28,97;16,19;1;United States;Northern America;"Springer Nature";"2009-2026";"Biomedical Engineering (Q2); Mechanical Engineering (Q2); Mechanics of Materials (Q2); Modeling and Simulation (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Orthopedics and Sports Medicine (Q3); Sports Science (Q3)";"Engineering; Health Professions; Mathematics; Medicine"
82;19887;"Journal of Sports Medicine and Physical Fitness";journal;"18271928, 00224707";"Edizioni Minerva Medica S.p.A.";No;No;0,477;Q3;80;226;525;7489;630;506;1,08;33,14;31,49;0;Italy;Western Europe;"Edizioni Minerva Medica S.p.A.";"1962-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Orthopedics and Sports Medicine (Q3); Sports Science (Q3)";"Health Professions; Medicine"
83;17700156017;"Revista de Psicologia del Deporte (discontinued)";journal;"19885636, 1132239X";"Sociedad Revista de Psicologia del Deporte";Yes;No;0,469;Q3;38;169;178;5145;259;171;1,16;30,44;37,50;0;Spain;Western Europe;"Sociedad Revista de Psicologia del Deporte";"2008-2025";"Applied Psychology (Q3); Sports Science (Q3)";"Health Professions; Psychology"
84;19400157269;"Proceedings of the Institution of Mechanical Engineers, Part P: Journal of Sports Engineering and Technology";journal;"1754338X, 17543371";"SAGE Publications Ltd";No;No;0,450;-;29;40;91;1045;112;88;1,08;26,13;19,08;4;United Kingdom;Western Europe;"SAGE Publications Ltd";"2008-2026";"Engineering (miscellaneous); Sports Science";"Engineering; Health Professions"
85;19835;"Current Sports Medicine Reports";journal;"15378918, 1537890X";"Lippincott Williams and Wilkins";No;No;0,448;Q3;73;105;294;3088;354;233;1,06;29,41;29,06;0;United States;Northern America;"Lippincott Williams and Wilkins";"2002-2026";"Medicine (miscellaneous) (Q3); Orthopedics and Sports Medicine (Q3); Public Health, Environmental and Occupational Health (Q3); Sports Science (Q3)";"Health Professions; Medicine"
86;19400158604;"Kinesiology";journal;"13311441, 1848638X";"University of Zagreb - Faculty of Kinesiology";Yes;Yes;0,437;Q3;36;32;99;1210;142;99;0,97;37,81;30,33;1;Croatia;Eastern Europe;"University of Zagreb - Faculty of Kinesiology";"2008-2025";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions"
87;19700180783;"International Journal of Sports Science and Coaching";journal;"2048397X, 17479541";"SAGE Publications Inc.";No;No;0,435;Q3;54;101;305;3009;276;247;0,81;29,79;24,90;2;United Kingdom;Western Europe;"SAGE Publications Inc.";"2009-2026";"Social Sciences (miscellaneous) (Q2); Sports Science (Q3)";"Health Professions; Social Sciences"
88;1200147101;"Sport in Society";journal;"17430445, 17430437";"Routledge";No;No;0,427;Q3;60;125;279;5766;260;264;0,75;46,13;31,08;19;United Kingdom;Western Europe;"Routledge";"2005-2026";"Cultural Studies (Q1); Sports Science (Q3)";"Health Professions; Social Sciences"
89;21075;"Journal of Sport History";journal;"00941700, 21558450";"North American Society for Sport History";No;No;0,391;Q3;17;30;68;1416;27;63;0,52;47,20;36,36;0;United States;Northern America;"North American Society for Sport History";"1977-1979, 1981-1984, 1987, 1989, 1999-2002, 2010-2025";"Cultural Studies (Q1); History (Q1); Sports Science (Q3)";"Arts and Humanities; Health Professions; Social Sciences"
90;3200147837;"Journal of Exercise Science and Fitness";journal;"1728869X";"Elsevier (Singapore) Pte Ltd";Yes;No;0,378;Q3;39;16;45;550;46;45;0,77;34,38;26,47;2;Singapore;Asiatic Region;"Elsevier (Singapore) Pte Ltd";"2005-2026";"Pharmaceutical Science (Q2); Pharmacology (nursing) (Q2); Sports Science (Q3)";"Health Professions; Nursing; Pharmacology, Toxicology and Pharmaceutics"
91;4700153009;"International Journal of Sport Management and Marketing";journal;"14758962, 17402808";"Inderscience Enterprises Ltd";No;No;0,377;Q3;36;29;37;1853;52;36;1,22;63,90;38,10;0;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005-2025";"Business and International Management (Q2); Marketing (Q2); Strategy and Management (Q2); Management Science and Operations Research (Q3); Sports Science (Q3)";"Business, Management and Accounting; Decision Sciences; Health Professions"
92;19700183042;"Archives of Budo";journal;"16438698";"Archives of Budo Bartlomiej Barczynski";Yes;No;0,374;Q3;30;60;92;2717;234;92;2,98;45,28;29,61;0;Poland;Eastern Europe;"Archives of Budo Bartlomiej Barczynski";"2009-2025";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q3)";"Health Professions"
93;20901;"Wilderness and Environmental Medicine";journal;"10806032, 15451534";"SAGE Publications Inc.";No;No;0,369;Q3;60;100;352;2224;346;242;0,79;22,24;25,78;13;United States;Northern America;"SAGE Publications Inc.";"1995-2026";"Emergency Medicine (Q2); Public Health, Environmental and Occupational Health (Q3); Sports Science (Q3)";"Health Professions; Medicine"
94;16868;"Motor Control";journal;"10871640, 15432696";"Human Kinetics Publishers Inc.";No;No;0,357;Q3;55;28;89;1113;69;80;0,76;39,75;38,46;1;United States;Northern America;"Human Kinetics Publishers Inc.";"1987, 1997-2026";"Neurology (clinical) (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Physiology (medical) (Q3); Sports Science (Q3)";"Health Professions; Medicine"
95;29890;"Strength and Conditioning Journal";journal;"15334295, 15241602";"Lippincott Williams and Wilkins";No;No;0,331;Q3;68;73;238;2889;156;228;0,55;39,58;21,47;0;United States;Northern America;"Lippincott Williams and Wilkins";"1996-2025";"Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q3)";"Health Professions; Medicine"
96;21100204113;"Revista Iberoamericana de Psicologia del Ejercicio y el Deporte (discontinued)";journal;"23407700, 18868576";"Asociacion Canaria de Psicologia del Deporte";Yes;No;0,324;Q3;23;30;84;1301;91;84;1,10;43,37;31,18;0;Spain;Western Europe;"Asociacion Canaria de Psicologia del Deporte";"2012-2024";"Applied Psychology (Q3); Social Psychology (Q3); Sports Science (Q3)";"Health Professions; Psychology"
97;4900152601;"Sport Sciences for Health";journal;"18247490, 18251234";"Springer-Verlag Italia s.r.l.";No;No;0,311;Q4;31;78;141;3088;112;141;0,88;39,59;38,24;1;Italy;Western Europe;"Springer-Verlag Italia s.r.l.";"2004-2026";"Orthopedics and Sports Medicine (Q3); Sports Science (Q4)";"Health Professions; Medicine"
98;4700151608;"Journal of the Philosophy of Sport";journal;"00948705, 15432939";"Routledge";No;No;0,310;Q4;38;27;85;614;84;82;0,80;22,74;31,03;1;United Kingdom;Western Europe;"Routledge";"1974-1993, 1995-2026";"Social Sciences (miscellaneous) (Q2); Health (social science) (Q3); Sports Science (Q4)";"Health Professions; Social Sciences"
99;12100156093;"Sport, Ethics and Philosophy";journal;"17511321, 1751133X";"Routledge";No;No;0,299;Q4;30;37;94;1098;50;84;0,60;29,68;26,32;3;United Kingdom;Western Europe;"Routledge";"2007-2026";"Philosophy (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Arts and Humanities; Health Professions"
100;19900191849;"Journal of Physical Education and Sport";journal;"22478051, 2247806X";"Editura Universitatii din Pitesti";Yes;No;0,284;Q4;43;274;452;7774;637;452;1,54;28,37;37,95;1;Romania;Eastern Europe;"Editura Universitatii din Pitesti";"2011-2025";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions"
101;15341;"International Journal of the History of Sport";journal;"09523367, 17439035";"Routledge";No;No;0,275;Q4;33;132;430;6335;200;409;0,41;47,99;26,67;6;United Kingdom;Western Europe;"Routledge";"1984-1995, 2000-2002, 2010-2026";"History (Q1); Social Sciences (miscellaneous) (Q2); Sports Science (Q4)";"Arts and Humanities; Health Professions; Social Sciences"
102;20349;"Science and Sports";journal;"17784131, 07651597";"Elsevier Masson s.r.l.";No;No;0,274;Q4;35;77;204;2313;130;193;0,63;30,04;30,13;2;France;Western Europe;"Elsevier Masson s.r.l.";"1986-2026";"Orthopedics and Sports Medicine (Q3); Sports Science (Q4)";"Health Professions; Medicine"
103;19200157038;"International Journal of Sports Marketing and Sponsorship";journal;"14646668";"Emerald Group Publishing Ltd.";No;No;0,269;Q4;42;27;70;1699;50;53;0,53;62,93;26,47;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2001, 2007-2026";"Business and International Management (Q2); Finance (Q3); Marketing (Q3); Sports Science (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Health Professions"
104;19900191750;"Motriz. Revista de Educacao Fisica";journal;"14159805, 19806574";"Universidade Estadual Paulista (UNESP)";Yes;Yes;0,254;Q4;25;43;187;1656;139;186;0,49;38,51;40,48;0;Brazil;Latin America;"Universidade Estadual Paulista (UNESP)";"2010-2025";"Health (social science) (Q3); Medicine (miscellaneous) (Q3); Sports Science (Q4)";"Health Professions; Medicine; Social Sciences"
105;19700201540;"RICYDE: Revista Internacional de Ciencias del Deporte";journal;"18853137";"Revista Internacional de Ciencias del Deporte";Yes;Yes;0,241;Q4;27;30;93;1146;75;86;0,92;38,20;23,47;0;Spain;Western Europe;"Revista Internacional de Ciencias del Deporte";"2010-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions"
106;19867;"Isokinetics and Exercise Science";journal;"18785913, 09593020";"SAGE Publications Ltd";No;No;0,222;Q4;36;42;122;1251;59;122;0,55;29,79;30,16;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1991-1998, 2000-2025";"Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Biophysics (Q4); Sports Science (Q4)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
107;35404;"Operative Techniques in Sports Medicine";journal;"15579794, 10601872";"W.B. Saunders";No;No;0,215;Q4;39;42;141;1762;60;128;0,41;41,95;15,53;1;United States;Northern America;"W.B. Saunders";"1993-2025";"Orthopedics and Sports Medicine (Q3); Surgery (Q3); Sports Science (Q4)";"Health Professions; Medicine"
108;19400157209;"Revista Internacional de Medicina y Ciencias de la Actividad Fisica y del Deporte (discontinued)";journal;"15770354";"Universidad Autonoma de Madrid y CV Ciencias del Deporte";Yes;No;0,211;Q4;30;48;141;1813;97;141;0,69;37,77;29,63;1;Spain;Western Europe;"Universidad Autonoma de Madrid y CV Ciencias del Deporte";"2008-2025";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions"
109;17048;"Physikalische Medizin Rehabilitationsmedizin Kurortmedizin";journal;"1439085X, 09406689";"Georg Thieme Verlag";Yes;No;0,210;Q4;20;35;103;932;32;94;0,36;26,63;33,33;0;Germany;Western Europe;"Georg Thieme Verlag";"1991-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Rehabilitation (Q3); Sports Science (Q4)";"Health Professions; Medicine"
110;27566;"ACSM's Health and Fitness Journal";journal;"1536593X, 10915397";"Lippincott Williams and Wilkins Ltd.";No;No;0,207;Q4;36;74;207;758;79;160;0,32;10,24;50,70;0;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1998-2025";"Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Public Health, Environmental and Occupational Health (Q4); Sports Science (Q4)";"Health Professions; Medicine"
111;19530;"Sportverletzung-Sportschaden";journal;"14391236, 09320555";"Georg Thieme Verlag";No;No;0,203;Q4;26;56;124;646;35;75;0,23;11,54;19,74;1;Germany;Western Europe;"Georg Thieme Verlag";"1987-2026";"Medicine (miscellaneous) (Q3); Orthopedics and Sports Medicine (Q3); Sports Science (Q4)";"Health Professions; Medicine"
112;5800207377;"International SportMed Journal";journal;"15283356";"";No;No;0,194;Q4;20;0;50;0;17;50;0,00;0,00;0,00;0;South Africa;Africa;"";"2006-2014";"Orthopedics and Sports Medicine (Q4); Sports Science (Q4)";"Health Professions; Medicine"
113;19300156914;"Revista Andaluza de Medicina del Deporte";journal;"21725063, 18887546";"Centro Andaluz de Medicina del Deporte";Yes;Yes;0,190;Q4;21;35;84;1014;46;82;0,41;28,97;30,28;1;Spain;Western Europe;"Centro Andaluz de Medicina del Deporte";"2008-2025";"Orthopedics and Sports Medicine (Q4); Physiology (medical) (Q4); Sports Science (Q4)";"Health Professions; Medicine"
114;19917;"Revista Brasileira de Medicina do Esporte (discontinued)";journal;"15178692";"Redprint Editora Ltda";Yes;No;0,185;Q4;35;90;250;2637;97;249;0,31;29,30;36,90;1;Brazil;Latin America;"Redprint Editora Ltda";"2003-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Orthopedics and Sports Medicine (Q4); Sports Science (Q4)";"Health Professions; Medicine"
115;7200153126;"Apunts Medicina de l'Esport";journal;"02133717, 18866581";"";No;No;0,181;Q4;0;0;0;0;0;0;0,00;0,00;0,00;0;Spain;Western Europe;"";"1995, 2006-2019";"Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Medicine"
116;13600154749;"South African Journal for Research in Sport, Physical Education and Recreation";journal;"29602386, 03799069";"North-West Unversity";No;No;0,164;Q4;21;60;132;2405;53;132;0,34;40,08;32,91;0;South Africa;Africa;"North-West Unversity";"2008-2025";"Education (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Social Sciences"
117;21100200826;"Journal of Human Sport and Exercise";journal;"19885202";"Asociacion Espanola de Analisis del Rendimiento Deportivo";Yes;No;0,163;Q4;39;96;203;2914;91;202;0,51;30,35;31,20;1;Spain;Western Europe;"Asociacion Espanola de Analisis del Rendimiento Deportivo";"2010-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions"
118;19600162207;"Cultura, Ciencia y Deporte";journal;"16965043";"Universidad Catolica San Antonio Murcia";Yes;Yes;0,155;Q4;21;24;356;1170;43;345;0,63;48,75;31,88;2;Spain;Western Europe;"Universidad Catolica San Antonio Murcia";"2009-2025";"Health (social science) (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Social Sciences"
119;19892;"Medicina dello Sport";journal;"00257826, 18271863";"Edizioni Minerva Medica";No;No;0,153;Q4;18;53;158;1582;49;156;0,24;29,85;36,65;0;Italy;Western Europe;"Edizioni Minerva Medica";"1965, 1973-1982, 1996-2024";"Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Medicine"
120;19868;"Journal de Traumatologie du Sport";journal;"17730465, 0762915X";"Elsevier Masson s.r.l.";No;No;0,152;Q4;11;31;120;744;19;107;0,11;24,00;20,31;0;France;Western Europe;"Elsevier Masson s.r.l.";"2003-2026";"Orthopedics and Sports Medicine (Q4); Rehabilitation (Q4); Sports Science (Q4); Surgery (Q4)";"Health Professions; Medicine"
121;17500155123;"Journal of Imagery Research in Sport and Physical Activity";journal;"19320191";"Walter de Gruyter GmbH";No;No;0,144;Q4;17;4;16;313;9;16;0,44;78,25;53,85;0;Germany;Western Europe;"Walter de Gruyter GmbH";"2009-2025";"Applied Psychology (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Psychology"
122;21100199851;"International Journal of Athletic Therapy and Training";journal;"21577277, 21577285";"Human Kinetics Publishers Inc.";No;No;0,136;Q4;22;53;161;1309;40;131;0,22;24,70;43,28;1;United States;Northern America;"Human Kinetics Publishers Inc.";"2012-2026";"Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Medicine"
123;19838;"Deutsche Zeitschrift fur Sportmedizin";journal;"03445925, 25105264";"Dynamic Media Sales Verlag";Yes;Yes;0,134;Q4;25;49;185;1578;50;128;0,36;32,20;22,58;2;Germany;Western Europe;"Dynamic Media Sales Verlag";"1996-2025";"Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Medicine"
124;28781;"Japanese Journal of Physical Fitness and Sports Medicine";journal;"0039906X";"Japanese Society of Physical Fitness and Sports Medicine";No;No;0,121;Q4;14;35;116;993;14;108;0,11;28,37;23,73;1;Japan;Asiatic Region;"Japanese Society of Physical Fitness and Sports Medicine";"1956, 1958-2026";"Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Medicine"
125;19812;"Archivos de Medicina del Deporte";journal;"02128799";"Archivos de Medicina del Deporte";No;No;0,117;Q4;16;44;122;1460;20;102;0,19;33,18;24,64;0;Spain;Western Europe;"Archivos de Medicina del Deporte";"1997-2025";"Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Medicine"
126;7000153219;"Sport en Geneeskunde";journal;"18746659";"Arko Sports Media";No;No;0,102;Q4;5;0;26;0;0;16;0,00;0,00;0,00;0;Netherlands;Western Europe;"Arko Sports Media";"2007-2014";"Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Medicine"
127;19900192008;"Sport History Review";journal;"10871659, 15432947";"Human Kinetics Publishers Inc.";No;No;0,101;Q4;10;12;40;685;3;34;0,00;57,08;23,53;0;United States;Northern America;"Human Kinetics Publishers Inc.";"1999, 2002, 2009-2025";"History (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Arts and Humanities; Health Professions"
128;21100908538;"Science and Medicine in Football";journal;"24733938, 24734446";"Taylor and Francis Ltd.";No;No;;-;40;45;0;1282;0;0;0,00;28,49;12,57;0;United Kingdom;Western Europe;"Taylor and Francis Ltd.";"2017-2026";"Orthopedics and Sports Medicine; Physical Therapy, Sports Therapy and Rehabilitation; Tourism, Leisure and Hospitality Management";"Business, Management and Accounting; Health Professions; Medicine"
