Rank;Sourceid;Title;Type;Issn;Publisher;Open Access;Open Access Diamond;SJR;SJR Quartile;H index;Total Docs. (2022);Total Docs. (3years);Total Refs.;Total Citations (3years);Citable Docs. (3years);Citations / Doc. (2years);Ref. / Doc.;%Female;Overton;Country;Region;Publisher;Coverage;Categories;Areas
70;13921;"High Altitude Medicine and Biology";journal;"15578682, 15270297";"Mary Ann Liebert Inc.";No;No;0,627;Q3;67;51;201;1645;350;157;1,74;32,25;31,36;1;United States;Northern America;"Mary Ann Liebert Inc.";"2000-2026";"Medicine (miscellaneous) (Q2); Public Health, Environmental and Occupational Health (Q2); Physiology (Q3); Sports Science (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
71;19819;"Clinics in Sports Medicine";journal;"1556228X, 02785919";"W.B. Saunders";No;No;0,622;Q3;100;63;186;3240;434;150;2,09;51,43;36,81;0;United States;Northern America;"W.B. Saunders";"1982-2026";"Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions; Medicine"
72;19200157038;"International Journal of Sports Marketing and Sponsorship";journal;"14646668";"Emerald Group Publishing Ltd.";No;No;0,621;Q3;42;51;119;3799;407;119;3,01;74,49;25,00;0;United Kingdom;Western Europe;"Emerald Group Publishing Ltd.";"2001, 2007-2026";"Business and International Management (Q2); Finance (Q2); Marketing (Q2); Sports Science (Q3)";"Business, Management and Accounting; Economics, Econometrics and Finance; Health Professions"
73;15724;"Pediatric Exercise Science";journal;"15432920, 08998493";"Human Kinetics Publishers Inc.";No;No;0,619;Q3;78;28;125;867;253;114;1,49;30,96;38,82;0;United States;Northern America;"Human Kinetics Publishers Inc.";"1989-1990, 1992, 1996-2026";"Orthopedics and Sports Medicine (Q2); Pediatrics, Perinatology and Child Health (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions; Medicine"
74;15800154701;"PM&amp;R";journal;"19341482, 19341563";"John Wiley and Sons Inc";No;No;0,619;Q3;97;162;536;6474;1162;456;1,93;39,96;50,60;16;United States;Northern America;"John Wiley and Sons Inc";"2009-2026";"Medicine (miscellaneous) (Q2); Neurology (clinical) (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Rehabilitation (Q2); Neurology (Q3); Sports Science (Q3)";"Health Professions; Medicine; Neuroscience"
75;29204;"Measurement in Physical Education and Exercise Science";journal;"15327841, 1091367X";"Routledge";No;No;0,604;Q3;51;32;103;1484;231;102;2,23;46,38;39,83;0;United States;Northern America;"Routledge";"1999-2026";"Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions; Medicine"
76;20901;"Wilderness and Environmental Medicine";journal;"10806032, 15451534";"SAGE Publications Inc.";No;No;0,584;Q3;60;90;310;1609;454;236;1,09;17,88;32,88;2;United States;Northern America;"SAGE Publications Inc.";"1995-2026";"Emergency Medicine (Q2); Public Health, Environmental and Occupational Health (Q2); Sports Science (Q3)";"Health Professions; Medicine"
77;12100156093;"Sport, Ethics and Philosophy";journal;"17511321, 1751133X";"Routledge";No;No;0,580;Q3;30;36;114;1650;180;104;1,30;45,83;26,83;3;United Kingdom;Western Europe;"Routledge";"2007-2026";"Philosophy (Q1); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Arts and Humanities; Health Professions"
78;21595;"Adapted Physical Activity Quarterly";journal;"15432777, 07365829";"Human Kinetics Publishers Inc.";No;No;0,541;Q3;70;27;107;1075;217;106;1,92;39,81;61,11;0;United States;Northern America;"Human Kinetics Publishers Inc.";"1988-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions"
79;21170;"Clinical Biomechanics";journal;"18791271, 02680033";"Elsevier Ltd";No;No;0,541;Q3;157;211;743;8557;1651;738;1,96;40,55;34,12;3;United Kingdom;Western Europe;"Elsevier Ltd";"1986-2026";"Biophysics (Q2); Orthopedics and Sports Medicine (Q2); Sports Science (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
80;19876;"Journal of Sport Rehabilitation";journal;"15433072, 10566716";"Human Kinetics Publishers Inc.";No;No;0,538;Q3;70;148;510;4926;960;506;1,69;33,28;39,10;1;United States;Northern America;"Human Kinetics Publishers Inc.";"1992-2026";"Biophysics (Q2); Orthopedics and Sports Medicine (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Rehabilitation (Q2); Sports Science (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
81;19835;"Current Sports Medicine Reports";journal;"15378918, 1537890X";"Lippincott Williams and Wilkins";No;No;0,511;Q3;73;97;349;2629;643;297;1,38;27,10;32,95;0;United States;Northern America;"Lippincott Williams and Wilkins";"2002-2026";"Orthopedics and Sports Medicine (Q2); Medicine (miscellaneous) (Q3); Public Health, Environmental and Occupational Health (Q3); Sports Science (Q3)";"Health Professions; Medicine"
82;29191;"Journal of Aging and Physical Activity";journal;"10638652, 1543267X";"Human Kinetics Publishers Inc.";No;No;0,507;Q3;76;113;320;5964;605;318;1,42;52,78;54,86;10;United States;Northern America;"Human Kinetics Publishers Inc.";"1994, 1996-2026";"Gerontology (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Rehabilitation (Q2); Geriatrics and Gerontology (Q3); Sports Science (Q3)";"Health Professions; Medicine; Nursing"
83;19887;"Journal of Sports Medicine and Physical Fitness";journal;"18271928, 00224707";"Edizioni Minerva Medica S.p.A.";No;No;0,496;Q3;80;229;732;8564;1313;688;1,59;37,40;31,49;0;Italy;Western Europe;"Edizioni Minerva Medica S.p.A.";"1962-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Orthopedics and Sports Medicine (Q3); Sports Science (Q3)";"Health Professions; Medicine"
84;15281;"Sport Psychologist";journal;"15432793, 08884781";"Human Kinetics Publishers Inc.";No;No;0,482;Q3;88;27;94;1476;180;94;1,45;54,67;38,46;0;United States;Northern America;"Human Kinetics Publishers Inc.";"1989, 1991-1992, 1996-2026";"Applied Psychology (Q3); Sports Science (Q3)";"Health Professions; Psychology"
85;1200147101;"Sport in Society";journal;"17430445, 17430437";"Routledge";No;No;0,476;Q3;60;133;419;7546;837;400;1,86;56,74;38,06;14;United Kingdom;Western Europe;"Routledge";"2005-2026";"Cultural Studies (Q1); Sports Science (Q3)";"Health Professions; Social Sciences"
86;4700151608;"Journal of the Philosophy of Sport";journal;"00948705, 15432939";"Routledge";No;No;0,456;Q3;38;24;89;703;105;88;1,02;29,29;36,67;1;United Kingdom;Western Europe;"Routledge";"1974-1993, 1995-2026";"Health (social science) (Q2); Social Sciences (miscellaneous) (Q2); Sports Science (Q3)";"Health Professions; Social Sciences"
87;23446;"Journal of Applied Biomechanics";journal;"15432688, 10658483";"Human Kinetics Publishers Inc.";No;No;0,431;Q3;76;52;207;2129;279;195;1,05;40,94;27,88;0;United States;Northern America;"Human Kinetics Publishers Inc.";"1995-2026";"Rehabilitation (Q2); Biophysics (Q3); Orthopedics and Sports Medicine (Q3); Sports Science (Q3)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
88;17400154821;"Sports Engineering";journal;"14602687, 13697072";"Springer Nature";No;No;0,402;Q3;32;25;70;890;108;66;1,46;35,60;23,30;0;United States;Northern America;"Springer Nature";"2009-2026";"Mechanical Engineering (Q2); Physical Therapy, Sports Therapy and Rehabilitation (Q2); Biomedical Engineering (Q3); Mechanics of Materials (Q3); Modeling and Simulation (Q3); Orthopedics and Sports Medicine (Q3); Sports Science (Q3)";"Engineering; Health Professions; Mathematics; Medicine"
89;4900152601;"Sport Sciences for Health";journal;"18247490, 18251234";"Springer-Verlag Italia s.r.l.";No;No;0,398;Q3;31;152;281;6333;427;274;1,43;41,66;34,11;3;Italy;Western Europe;"Springer-Verlag Italia s.r.l.";"2004-2026";"Orthopedics and Sports Medicine (Q3); Sports Science (Q3)";"Health Professions; Medicine"
90;19400158604;"Kinesiology";journal;"13311441, 1848638X";"University of Zagreb - Faculty of Kinesiology";Yes;Yes;0,374;Q3;36;36;103;1518;145;102;1,16;42,17;22,89;0;Croatia;Eastern Europe;"University of Zagreb - Faculty of Kinesiology";"2008-2025";"Physical Therapy, Sports Therapy and Rehabilitation (Q2); Sports Science (Q3)";"Health Professions"
91;30014;"Journal of Motor Behavior";journal;"00222895, 19401027";"Routledge";No;No;0,356;Q3;85;68;202;3179;305;202;1,43;46,75;33,09;1;United States;Northern America;"Routledge";"1969-2026";"Biophysics (Q3); Experimental and Cognitive Psychology (Q3); Orthopedics and Sports Medicine (Q3); Sports Science (Q3); Cognitive Neuroscience (Q4)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine; Neuroscience; Psychology"
92;19700201540;"RICYDE: Revista Internacional de Ciencias del Deporte";journal;"18853137";"Revista Internacional de Ciencias del Deporte";Yes;Yes;0,350;Q3;27;19;81;678;100;80;1,04;35,68;19,12;0;Spain;Western Europe;"Revista Internacional de Ciencias del Deporte";"2010-2023";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q3)";"Health Professions"
93;16868;"Motor Control";journal;"10871640, 15432696";"Human Kinetics Publishers Inc.";No;No;0,348;Q3;55;55;114;2583;155;114;1,06;46,96;37,09;0;United States;Northern America;"Human Kinetics Publishers Inc.";"1987, 1997-2026";"Neurology (clinical) (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Physiology (medical) (Q3); Sports Science (Q3)";"Health Professions; Medicine"
94;19400157209;"Revista Internacional de Medicina y Ciencias de la Actividad Fisica y del Deporte (discontinued)";journal;"15770354";"Universidad Autonoma de Madrid y CV Ciencias del Deporte";Yes;No;0,328;Q4;30;89;149;3408;216;149;1,31;38,29;24,91;1;Spain;Western Europe;"Universidad Autonoma de Madrid y CV Ciencias del Deporte";"2008-2025";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions"
95;27566;"ACSM's Health and Fitness Journal";journal;"1536593X, 10915397";"Lippincott Williams and Wilkins Ltd.";No;No;0,323;Q4;36;76;231;1047;236;174;0,77;13,78;47,79;0;United States;Northern America;"Lippincott Williams and Wilkins Ltd.";"1998-2025";"Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Public Health, Environmental and Occupational Health (Q3); Sports Science (Q4)";"Health Professions; Medicine"
96;19700183042;"Archives of Budo";journal;"16438698";"Archives of Budo Bartlomiej Barczynski";Yes;No;0,314;Q4;30;33;100;1744;163;100;1,92;52,85;36,22;0;Poland;Eastern Europe;"Archives of Budo Bartlomiej Barczynski";"2009-2025";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions"
97;19900191849;"Journal of Physical Education and Sport";journal;"22478051, 2247806X";"Editura Universitatii din Pitesti";Yes;No;0,314;Q4;43;407;1355;14525;1692;1355;1,31;35,69;38,97;3;Romania;Eastern Europe;"Editura Universitatii din Pitesti";"2011-2025";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions"
98;19838;"Deutsche Zeitschrift fur Sportmedizin";journal;"03445925, 25105264";"Dynamic Media Sales Verlag";Yes;Yes;0,310;Q4;25;39;147;1171;155;103;1,13;30,03;31,76;1;Germany;Western Europe;"Dynamic Media Sales Verlag";"1996-2025";"Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions; Medicine"
99;19400157269;"Proceedings of the Institution of Mechanical Engineers, Part P: Journal of Sports Engineering and Technology";journal;"1754338X, 17543371";"SAGE Publications Ltd";No;No;0,309;Q4;29;41;126;1321;191;126;1,63;32,22;14,29;1;United Kingdom;Western Europe;"SAGE Publications Ltd";"2008-2026";"Engineering (miscellaneous) (Q2); Sports Science (Q4)";"Engineering; Health Professions"
100;19300156920;"International Journal of Sport Finance";journal;"15586235, 1930076X";"SAGE Publications Ltd";No;No;0,285;Q4;35;18;44;751;57;44;1,04;41,72;20,59;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"2008-2024";"Business and International Management (Q3); Finance (Q3); Marketing (Q3); Sports Science (Q4)";"Business, Management and Accounting; Economics, Econometrics and Finance; Health Professions"
101;20349;"Science and Sports";journal;"17784131, 07651597";"Elsevier Masson s.r.l.";No;No;0,280;Q4;35;130;293;4213;280;242;0,97;32,41;25,60;0;France;Western Europe;"Elsevier Masson s.r.l.";"1986-2026";"Orthopedics and Sports Medicine (Q3); Sports Science (Q4)";"Health Professions; Medicine"
102;19867;"Isokinetics and Exercise Science";journal;"18785913, 09593020";"SAGE Publications Ltd";No;No;0,264;Q4;36;41;136;1546;101;134;0,62;37,71;21,12;0;United Kingdom;Western Europe;"SAGE Publications Ltd";"1991-1998, 2000-2025";"Biophysics (Q3); Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Biochemistry, Genetics and Molecular Biology; Health Professions; Medicine"
103;17700156017;"Revista de Psicologia del Deporte (discontinued)";journal;"19885636, 1132239X";"Sociedad Revista de Psicologia del Deporte";Yes;No;0,251;Q4;38;114;243;3866;343;238;1,38;33,91;38,01;0;Spain;Western Europe;"Sociedad Revista de Psicologia del Deporte";"2008-2025";"Applied Psychology (Q3); Sports Science (Q4)";"Health Professions; Psychology"
104;19892;"Medicina dello Sport";journal;"00257826, 18271863";"Edizioni Minerva Medica";No;No;0,227;Q4;18;54;190;1773;126;186;0,64;32,83;32,91;0;Italy;Western Europe;"Edizioni Minerva Medica";"1965, 1973-1982, 1996-2024";"Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions; Medicine"
105;21100199851;"International Journal of Athletic Therapy and Training";journal;"21577277, 21577285";"Human Kinetics Publishers Inc.";No;No;0,226;Q4;22;53;149;1339;64;143;0,45;25,26;55,88;0;United States;Northern America;"Human Kinetics Publishers Inc.";"2012-2026";"Orthopedics and Sports Medicine (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q3); Rehabilitation (Q3); Sports Science (Q4)";"Health Professions; Medicine"
106;19900191750;"Motriz. Revista de Educacao Fisica";journal;"14159805, 19806574";"Universidade Estadual Paulista (UNESP)";Yes;Yes;0,223;Q4;25;98;210;3595;142;210;0,56;36,68;40,41;1;Brazil;Latin America;"Universidade Estadual Paulista (UNESP)";"2010-2025";"Health (social science) (Q3); Medicine (miscellaneous) (Q4); Sports Science (Q4)";"Health Professions; Medicine; Social Sciences"
107;17500155123;"Journal of Imagery Research in Sport and Physical Activity";journal;"19320191";"Walter de Gruyter GmbH";No;No;0,222;Q4;17;2;17;123;24;17;1,58;61,50;50,00;0;Germany;Western Europe;"Walter de Gruyter GmbH";"2009-2025";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Applied Psychology (Q4); Sports Science (Q4)";"Health Professions; Psychology"
108;4700153009;"International Journal of Sport Management and Marketing";journal;"14758962, 17402808";"Inderscience Enterprises Ltd";No;No;0,218;Q4;36;20;65;1433;51;65;0,60;71,65;44,26;0;United Kingdom;Western Europe;"Inderscience Enterprises Ltd";"2005-2025";"Business and International Management (Q3); Marketing (Q3); Management Science and Operations Research (Q4); Sports Science (Q4); Strategy and Management (Q4)";"Business, Management and Accounting; Decision Sciences; Health Professions"
109;21100200826;"Journal of Human Sport and Exercise";journal;"19885202";"Asociacion Espanola de Analisis del Rendimiento Deportivo";Yes;No;0,216;Q4;39;52;810;1891;584;806;0,69;36,37;32,94;1;Spain;Western Europe;"Asociacion Espanola de Analisis del Rendimiento Deportivo";"2010-2026";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Sports Science (Q4)";"Health Professions"
110;19530;"Sportverletzung-Sportschaden";journal;"14391236, 09320555";"Georg Thieme Verlag";No;No;0,216;Q4;26;81;282;600;54;82;0,14;7,41;23,08;0;Germany;Western Europe;"Georg Thieme Verlag";"1987-2026";"Medicine (miscellaneous) (Q4); Orthopedics and Sports Medicine (Q4); Sports Science (Q4)";"Health Professions; Medicine"
111;19600162207;"Cultura, Ciencia y Deporte";journal;"16965043";"Universidad Catolica San Antonio Murcia";Yes;Yes;0,215;Q4;21;53;143;2214;119;132;0,86;41,77;26,09;3;Spain;Western Europe;"Universidad Catolica San Antonio Murcia";"2009-2025";"Physical Therapy, Sports Therapy and Rehabilitation (Q3); Health (social science) (Q4); Sports Science (Q4)";"Health Professions; Social Sciences"
112;21100204113;"Revista Iberoamericana de Psicologia del Ejercicio y el Deporte (discontinued)";journal;"23407700, 18868576";"Asociacion Canaria de Psicologia del Deporte";Yes;No;0,205;Q4;23;108;96;1922;60;93;0,65;17,80;37,44;0;Spain;Western Europe;"Asociacion Canaria de Psicologia del Deporte";"2012-2024";"Applied Psychology (Q4); Social Psychology (Q4); Sports Science (Q4)";"Health Professions; Psychology"
113;19900192605;"Asian Journal of Sports Medicine";journal;"20087209, 2008000X";"Brieflands";Yes;No;0,183;Q4;41;26;106;870;84;93;0,59;33,46;45,05;0;Netherlands;Western Europe;"Brieflands";"2010-2025";"Orthopedics and Sports Medicine (Q4); Sports Science (Q4)";"Health Professions; Medicine"
114;19917;"Revista Brasileira de Medicina do Esporte (discontinued)";journal;"15178692";"Redprint Editora Ltda";Yes;No;0,177;Q4;35;216;409;2714;254;402;0,54;12,56;38,96;2;Brazil;Latin America;"Redprint Editora Ltda";"2003-2023";"Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Medicine"
115;17048;"Physikalische Medizin Rehabilitationsmedizin Kurortmedizin";journal;"1439085X, 09406689";"Georg Thieme Verlag";Yes;No;0,176;Q4;20;67;187;1627;78;137;0,47;24,28;39,56;2;Germany;Western Europe;"Georg Thieme Verlag";"1991-2026";"Rehabilitation (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Medicine"
116;15341;"International Journal of the History of Sport";journal;"09523367, 17439035";"Routledge";No;No;0,174;Q4;33;92;284;0;150;265;0,43;0,00;26,32;2;United Kingdom;Western Europe;"Routledge";"1984-1995, 2000-2002, 2010-2026";"History (Q2); Social Sciences (miscellaneous) (Q3); Sports Science (Q4)";"Arts and Humanities; Health Professions; Social Sciences"
117;35404;"Operative Techniques in Sports Medicine";journal;"15579794, 10601872";"W.B. Saunders";No;No;0,171;Q4;39;40;110;1786;43;100;0,33;44,65;17,35;2;United States;Northern America;"W.B. Saunders";"1993-2025";"Orthopedics and Sports Medicine (Q4); Sports Science (Q4); Surgery (Q4)";"Health Professions; Medicine"
118;13600154749;"South African Journal for Research in Sport, Physical Education and Recreation";journal;"29602386, 03799069";"North-West Unversity";No;No;0,152;Q4;21;12;80;501;36;80;0,38;41,75;75,86;0;South Africa;Africa;"North-West Unversity";"2008-2025";"Education (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Social Sciences"
119;19812;"Archivos de Medicina del Deporte";journal;"02128799";"Archivos de Medicina del Deporte";No;No;0,148;Q4;16;46;151;1607;58;134;0,42;34,93;35,44;2;Spain;Western Europe;"Archivos de Medicina del Deporte";"1997-2025";"Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Medicine"
120;21075;"Journal of Sport History";journal;"00941700, 21558450";"North American Society for Sport History";No;No;0,145;Q4;17;20;66;801;34;66;0,28;40,05;31,58;0;United States;Northern America;"North American Society for Sport History";"1977-1979, 1981-1984, 1987, 1989, 1999-2002, 2010-2025";"Cultural Studies (Q2); History (Q2); Sports Science (Q4)";"Arts and Humanities; Health Professions; Social Sciences"
121;19300156914;"Revista Andaluza de Medicina del Deporte";journal;"21725063, 18887546";"Centro Andaluz de Medicina del Deporte";Yes;Yes;0,140;Q4;21;28;168;888;39;162;0,20;31,71;27,72;0;Spain;Western Europe;"Centro Andaluz de Medicina del Deporte";"2008-2025";"Orthopedics and Sports Medicine (Q4); Physiology (medical) (Q4); Sports Science (Q4)";"Health Professions; Medicine"
122;28781;"Japanese Journal of Physical Fitness and Sports Medicine";journal;"0039906X";"Japanese Society of Physical Fitness and Sports Medicine";No;No;0,125;Q4;14;30;112;1049;17;104;0,16;34,97;33,33;0;Japan;Asiatic Region;"Japanese Society of Physical Fitness and Sports Medicine";"1956, 1958-2026";"Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Health Professions; Medicine"
123;19868;"Journal de Traumatologie du Sport";journal;"17730465, 0762915X";"Elsevier Masson s.r.l.";No;No;0,112;Q4;11;33;96;805;12;85;0,14;24,39;18,87;0;France;Western Europe;"Elsevier Masson s.r.l.";"2003-2026";"Orthopedics and Sports Medicine (Q4); Rehabilitation (Q4); Sports Science (Q4); Surgery (Q4)";"Health Professions; Medicine"
124;19900192008;"Sport History Review";journal;"10871659, 15432947";"Human Kinetics Publishers Inc.";No;No;0,112;Q4;10;18;45;1116;11;45;0,25;62,00;23,81;0;United States;Northern America;"Human Kinetics Publishers Inc.";"1999, 2002, 2009-2025";"History (Q3); Physical Therapy, Sports Therapy and Rehabilitation (Q4); Sports Science (Q4)";"Arts and Humanities; Health Professions"
125;21101079123;"Pamukkale Journal of Sport Sciences";journal;"13090356";"Pamukkale University";Yes;Yes;0,104;-;4;11;23;540;5;23;0,24;49,09;44,00;0;Turkey;Middle East;"Pamukkale University";"2019-2025";"Education (Q4); Orthopedics and Sports Medicine (Q4); Physical Therapy, Sports Therapy and Rehabilitation (Q4)";"Health Professions; Medicine; Social Sciences"
